,region,new,price,bedrm,bth,sqft
Arbor Crossing,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$318,990+",3bd,3ba,"2,081 sqft"
4424 NE Shadow Valley Cir,"Lees Summit, MO",OLD,"$595,000",3bd,4ba,"4,086 sqft"
316 NW Rockwood Ct,"Lees Summit, MO",OLD,"$600,000",4bd,4ba,"4,315 sqft"
1213 NE Goshen Dr,"Lees Summit, MO",OLD,"$385,000",3bd,2ba,"1,720 sqft"
5448 NE Northgate Cir,"Lees Summit, MO",OLD,"$575,000",5bd,5ba,"4,123 sqft"
513 NE Legacy View Dr,"Lees Summit, MO",OLD,"$599,000",6bd,5ba,"3,648 sqft"
1112 SW Heather Dr,"Lees Summit, MO",OLD,"$410,000",4bd,4ba,"2,315 sqft"
405 SE Farrier Dr,"Lees Summit, MO",OLD,"$720,000",4bd,4ba,"4,995 sqft"
1716 SW 27th St,"Lees Summit, MO","OPEN THU, 12-5PM","$502,900",5bd,4ba,"2,801 sqft"
1711 NE Chapel Woods Dr,"Lees Summit, MO",OLD,"$450,000",4bd,3ba,"3,100 sqft"
4008 SW Ward Rd,"Lees Summit, MO",OLD,"$585,000",3bd,2ba,"1,484 sqft"
3175 SW Rockbridge Dr,"Lees Summit, MO",OLD,"$515,000",4bd,4ba,"3,240 sqft"
1712 NE Woodland Shores Ln,"Lees Summit, MO",OLD,"$570,000",6bd,5ba,"4,231 sqft"
1304 NE Forest View Cir,"Lees Summit, MO",OLD,"$409,950",4bd,4ba,"2,354 sqft"
1231 SW 150th Hwy,"Lees Summit, MO",OLD,"$749,900",5bd,4ba,"3,500 sqft"
108 SW Market St,"Lees Summit, MO",OLD,"$100,000",2bd,1ba,920 sqft
Arbor Crossing,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$382,990+",4bd,4ba,"2,895 sqft"
4809 SW Raintree Dr,"Lees Summit, MO",FOR SALE BY OWNER,"$555,000",4bd,3.1ba,"3,527 sqft"
3345 SW Jessie Cir,"Lees Summit, MO",OLD,"$329,000",2bd,2ba,"1,414 sqft"
102 SW Market St,"Lees Summit, MO",OLD,"$100,000",2bd,1ba,893 sqft
828 SW Haverford Rd,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$450,000",4bd,3ba,"2,636 sqft"
1108 SW Heather Dr,"Lees Summit, MO",OLD,"$385,000",4bd,3ba,"1,947 sqft"
1708 SW 27th St,"Lees Summit, MO","OPEN THU, 12-5PM","$559,000",4bd,4ba,"3,057 sqft"
Kensington Farms with Maintenance Provided,"Raymore, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$313,990+",3bd,2ba,"1,688 sqft"
1601 SW Jefferson St,"Lees Summit, MO",NEW,"$680,000",3bd,2ba,"1,670 sqft"
1231 SW State Route 150,"Lees Summit, MO",FOR SALE BY OWNER,"$749,900",5bd,4ba,"3,500 sqft"
1650 SE Hamblen Rd,"Lees Summit, MO",OLD,"$800,000",4bd,3ba,"3,912 sqft"
1704 SW 27th St,"Lees Summit, MO","OPEN THU, 12-5PM","$494,900",4bd,4ba,"2,511 sqft"
1316 NE Goshen Dr,"Lees Summit, MO",NEW,"$538,000",3bd,4ba,"2,895 sqft"
1410 SW Georgetown Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$450,000",5bd,4ba,"2,584 sqft"
1130 SW Cheshire Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$375,000",3bd,2ba,"1,789 sqft"
2708 NW Thoreau Dr,"Lees Summit, MO",FOR SALE BY OWNER,"$840,000",4bd,6ba,"6,000 sqft"
1813 SW Napa Valley Dr,"Lees Summit, MO",OLD,"$357,900",3bd,3ba,"1,820 sqft"
117 NW Mackenzie Dr,"Lees Summit, MO",OLD,"$550,000",4bd,4ba,"3,017 sqft"
Manor at Stoney Creek,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$357,500+",4bd,3ba,"2,329 sqft"
2793 SW 11th Ter,"Lees Summit, MO",OLD,"$385,000",3bd,2ba,"1,750 sqft"
2366 SW River Trail Rd,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$389,900",3bd,2ba,"1,750 sqft"
1000 SW Drake Cir,"Lees Summit, MO",OLD,"$499,900",4bd,3ba,"2,930 sqft"
Arbor Crossing,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$341,990+",3bd,3ba,"2,440 sqft"
1606 SW Arbormill Ter,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$451,269",4bd,3ba,"2,636 sqft"
2815 SW 11th St,"Lees Summit, MO",FOR SALE BY OWNER,"$460,000",4bd,5ba,"2,732 sqft"
1101 Whispering Willow Way,"Blue Springs, MO",OLD,"$515,000",5bd,3ba,"2,698 sqft"
1905 SW River Run Dr,"Lees Summit, MO",OLD,"$514,900",4bd,4ba,"2,592 sqft"
Reserve at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$474,500+",4bd,4ba,"3,107 sqft"
2330 SW Old Port Rd,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$369,900",4bd,3ba,"1,947 sqft"
Kensington Farms,"Raymore, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$307,990+",3bd,4ba,"2,081 sqft"
1533 SW Arbor Creek Dr,"Lees Summit, MO",OLD,"$395,091",4bd,3ba,"2,165 sqft"
1512 SW Arbor Valley Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$350,000",3bd,2ba,"1,648 sqft"
Kensington Farms with Maintenance Provided,"Raymore, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$339,990+",4bd,3ba,"2,535 sqft"
832 SW Haverford Rd,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$464,320",5bd,3ba,"2,974 sqft"
North Park Village,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$345,000+",4bd,2ba,"1,592 sqft"
Manor at Woodside Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$435,200+",5bd,3ba,"2,547 sqft"
1523 SW Arbor Falls Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$489,950",5bd,4ba,"2,707 sqft"
1824 NE Griffin Dr,"Lees Summit, MO",OLD,"$400,000",3bd,2ba,"1,728 sqft"
1409 SW Georgetown Dr,"Lee's Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$449,950",5bd,4ba,"2,668 sqft"
2919 SW Arbortree Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$459,950",4bd,3ba,"2,482 sqft"
Manor at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$336,300+",4bd,3ba,"1,851 sqft"
1618 SW Blackstone Pl,"Lees Summit, MO","OPEN SUN, 12-4PMBANK OWNED","$452,600",4bd,5ba,"3,003 sqft"
Mill Creek of Summit Mill,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$444,300+",5bd,4ba,"2,707 sqft"
514 NW Main St,"Lees Summit, MO",OLD,"$425,000",4bd,3ba,"2,746 sqft"
Manor at Woodside Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$359,400+",3bd,2ba,"1,496 sqft"
North Park Village,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$411,400+",5bd,3ba,"2,547 sqft"
1816 NE Griffin Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$405,000",4bd,3ba,"2,123 sqft"
Kessler Ridge at New Longview,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$430,990+",3bd,4ba,"2,515 sqft"
Kensington Farms with Maintenance Provided,"Raymore, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$330,990+",3bd,3ba,"2,440 sqft"
Reserve at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$427,100+",5bd,4ba,"2,584 sqft"
2922 SW Arbortree Dr,"Lees Summit, MO",OLD,"$415,950",4bd,4ba,"2,323 sqft"
Manor at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$384,800+",4bd,4ba,"2,436 sqft"
1863 NE Park Ridge Dr,"Lees Summit, MO",NEW,"$489,900",4bd,4ba,"2,508 sqft"
2919 SW Arbor Tree Dr,"Lee's Summit, MO",OLD,"$459,950",4bd,3ba,"2,458 sqft"
1812 SW Blackstone Pl,"Lees Summit, MO",OLD,"$419,100",4bd,4ba,"2,525 sqft"
1568 SW Arbor Park Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$430,600",4bd,6ba,"2,715 sqft"
Mill Creek of Summit Mill,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$493,200+",5bd,5ba,"3,305 sqft"
4408 SW Alabaster Dr,"Lees Summit, MO",OLD,"$429,950",4bd,4ba,"2,439 sqft"
2334 SW Old Port Rd,"Lees Summit, MO",OLD,"$352,000",4bd,4ba,"2,156 sqft"
1113 SW Whispering Willow Way,"Lees Summit, MO",OLD,"$505,000",5bd,3ba,"2,698 sqft"
Hawthorn Ridge,"Lee's Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$407,600+",4bd,3ba,"2,960 sqft"
Manor at Woodside Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$402,500+",4bd,3ba,"2,154 sqft"
1524 SW Sugar Tree Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$475,000",5bd,4ba,"2,668 sqft"
Mill Creek of Summit Mill,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$409,700+",4bd,3ba,"2,960 sqft"
4399 SW Amethyst Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$462,950",4bd,3ba,"2,615 sqft"
North Park Village,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$364,200+",3bd,2ba,"1,728 sqft"
1520 SW Sugar Tree Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$459,950",5bd,4ba,"2,584 sqft"
125 NW Mackenzie Dr,"Lees Summit, MO",OLD,"$615,350",4bd,5ba,"3,022 sqft"
Manor at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$377,800+",4bd,3ba,"2,202 sqft"
3209 SE Mill Creek Ln,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$419,950",4bd,3ba,"2,322 sqft"
2837 SW 16th St,"Lees Summit, MO",OLD,"$356,180",3bd,2ba,"1,508 sqft"
Reserve at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$483,400+",4bd,3ba,"3,416 sqft"
2926 SW Arbortree Dr,"Lees Summit, MO",OLD,"$442,950",5bd,3ba,"2,530 sqft"
Kessler Ridge at New Longview,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$489,990+",4bd,3ba,"3,267 sqft"
1816 NE Griffin Dr,"Lees Summit, MO",OLD,"$405,000",4bd,3ba,"2,121 sqft"
1840 SW Blackstone Pl,"Lees Summit, MO","OPEN SUN, 12-4PM","$394,900",4bd,3ba,"2,106 sqft"
3220 SE Mill Creek Ln,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$434,950",4bd,4ba,"2,436 sqft"
2779 SW 12th Ter,"Lees Summit, MO",OLD,"$395,000",3bd,2ba,"1,750 sqft"
Kessler Ridge at New Longview,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$428,990+",3bd,3ba,"2,372 sqft"
4016 SW Meritage Ln,"Lees Summit, MO","OPEN SUN, 12-4PM","$397,200",3bd,2ba,"1,823 sqft"
Manor at Woodside Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$413,800+",4bd,4ba,"2,323 sqft"
Mill Creek of Summit Mill,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$393,600+",4bd,3ba,"2,729 sqft"
Manor at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$398,200+",5bd,3ba,"2,547 sqft"
3205 SE Mill Creek Ln,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$445,000",5bd,3ba,"2,547 sqft"
1824 NE Griffin Dr #ABX443,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$400,000",3bd,2ba,"1,728 sqft"
Hawthorn Ridge,"Lee's Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$387,900+",4bd,3ba,"2,137 sqft"
Arbor Crossing,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$348,990+",3bd,3ba,"2,372 sqft"
Reserve at Stoney Creek,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$439,400+",5bd,4ba,"2,824 sqft"
Care-Free at Hawthorn Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$385,900+",4bd,3ba,"2,525 sqft"
1813 NE Griffin Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$379,950",4bd,3ba,"1,851 sqft"
North Park Village,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$390,100+",4bd,4ba,"2,323 sqft"
805 SW Haverford Rd,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$500,000",4bd,4ba,"2,490 sqft"
1708 NE Ravenwood Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$409,950",4bd,3ba,"2,329 sqft"
2918 SW Arboridge Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$409,950",4bd,3ba,"2,165 sqft"
1509 SW Georgetown Dr,"Lees Summit, MO",OLD,"$476,950",5bd,4ba,"2,824 sqft"
813 SW Haverford Rd,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$495,000",4bd,4ba,"2,974 sqft"
1417 SW Georgetown Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$484,950",5bd,4ba,"2,668 sqft"
3912 SW Stoney Brook Dr,"Lees Summit, MO",OLD,"$475,645",4bd,4ba,"2,283 sqft"
1862 NE Park Ridge Dr,"Lees Summit, MO",NEW,"$574,900",4bd,4ba,"2,860 sqft"
330 SE Highland Park Dr,"Lees Summit, MO",OLD,"$387,500",3bd,2ba,"1,676 sqft"
Mill Creek of Summit Mill,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$392,100+",4bd,4ba,"2,323 sqft"
1709 NE Ravenwood Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$476,950",3bd,3ba,"1,772 sqft"
Villas at Woodside Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$436,200+",2bd,2ba,"1,504 sqft"
Hawthorn Ridge,"Lee's Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$342,800+",4bd,3ba,"1,851 sqft"
Kensington Farms,"Raymore, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$339,990+",4bd,3ba,"2,535 sqft"
North Park Village,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$370,300+",4bd,3ba,"2,329 sqft"
Manor at Woodside Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$395,700+",4bd,3ba,"2,123 sqft"
Manor at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$378,800+",4bd,3ba,"2,729 sqft"
1813 SW Merryman Dr,"Lees Summit, MO",OLD,"$375,950",4bd,3ba,"1,851 sqft"
4405 SW Alabaster Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$423,950",4bd,3ba,"2,329 sqft"
3916 SW Stoney Brook Dr,"Lees Summit, MO",OLD,"$527,215",4bd,4ba,"2,581 sqft"
1421 SW Georgetown Dr,"Lees Summit, MO",OLD,"$504,950",5bd,4ba,"3,026 sqft"
4404 SW Alabaster Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$399,950",4bd,3ba,"2,137 sqft"
1833 NE Griffin Dr,"Lees Summit, MO",OLD,"$375,000",4bd,3ba,"1,851 sqft"
4030 SW Benziger Dr,"Lees Summit, MO","OPEN SUN, 12-4PM","$398,950",4bd,7ba,"2,556 sqft"
Reserve at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$494,800+",5bd,5ba,"3,305 sqft"
2909 SW 16th St,"Lees Summit, MO",OLD,"$383,765",3bd,3ba,"1,950 sqft"
Kessler Ridge at New Longview,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$411,990+",3bd,2ba,"1,841 sqft"
4401 SE Alabaster Cir,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$389,950",3bd,2ba,"1,728 sqft"
Kensington Farms,"Raymore, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$339,990+",3bd,3ba,"2,372 sqft"
905 NE Ravenwood Ter,"Lees Summit, MO",OLD,"$359,950",3bd,2ba,"1,484 sqft"
2938 SW Arbor Ln,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$425,000",4bd,3ba,"2,729 sqft"
Reserve at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$419,400+",4bd,3ba,"2,827 sqft"
Hawthorn Ridge,"Lee's Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$460,300+",5bd,4ba,"3,042 sqft"
Kessler Ridge at New Longview,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$421,990+",3bd,3ba,"2,440 sqft"
1413 SW Georgetown Dr,"Lees Summit, MO",OLD,"$475,000",5bd,4ba,"2,824 sqft"
1528 SW Sugar Tree Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$405,000",3bd,2ba,"1,791 sqft"
2938 SW Arbortree Dr,"Lees Summit, MO",OLD,"$425,000",4bd,3ba,"2,729 sqft"
2926 SW Arbor Ln,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$442,950",5bd,3ba,"2,547 sqft"
2922 SW Arbor Ln,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$415,950",4bd,4ba,"2,323 sqft"
1820 NE Griffin Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$400,000",4bd,3ba,"2,329 sqft"
2907 SW 16th St,"Lees Summit, MO",OLD,"$391,800",3bd,3ba,"2,010 sqft"
North Park Village,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$365,700+",3bd,2ba,"1,648 sqft"
Villas of Parkwood,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$407,800+",3bd,2ba,"1,925 sqft"
Mill Creek of Summit Mill,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$389,300+",4bd,3ba,"2,615 sqft"
Villas at Woodside Ridge,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$455,900+",3bd,2ba,"1,925 sqft"
Manor at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$373,000+",4bd,3ba,"2,615 sqft"
Care-Free at Hawthorn Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$390,201+",4bd,3ba,"2,431 sqft"
4408 SW Alabaster Cir,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$429,950",4bd,4ba,"2,436 sqft"
Manor at Woodside Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$414,000+",4bd,3ba,"2,322 sqft"
Reserve at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$445,900+",5bd,4ba,"2,707 sqft"
Hawthorn Ridge,"Lee's Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$385,200+",4bd,3ba,"2,202 sqft"
1535 SW Arbor Park Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$405,000",3bd,2ba,"1,841 sqft"
Manor at Woodside Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$366,300+",3bd,3ba,"1,800 sqft"
4408 SW Lodestone Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$649,950",4bd,4ba,"3,107 sqft"
2353 SW River Trail Rd,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$472,230",4bd,4ba,"2,900 sqft"
North Park Village,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$362,600+",4bd,3ba,"2,165 sqft"
Mill Creek of Summit Mill,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$381,000+",4bd,3ba,"2,154 sqft"
1538 SW Arbor Park Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$425,000",5bd,3ba,"2,722 sqft"
1505 SW Georgetown Dr,"Lees Summit, MO","OPEN SAT, 11-5PM","$602,971",6bd,5ba,"3,874 sqft"
1005 NE Copperwood Dr,"Lees Summit, MO",OLD,"$488,953",5bd,5ba,"3,188 sqft"
2930 SW Arbortree Dr,"Lees Summit, MO",OLD,"$394,950",3bd,2ba,"1,733 sqft"
1833 NE Griffin Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$375,000",4bd,3ba,"1,851 sqft"
1813 SE Merryman Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$375,950",4bd,3ba,"1,851 sqft"
4825 SW Beckham Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$390,000",4bd,3ba,"2,586 sqft"
Kessler Ridge at New Longview,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$453,990+",4bd,4ba,"2,895 sqft"
1524 SW Georgetown Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$445,000",4bd,3ba,"2,851 sqft"
Villas at Woodside Ridge,"Lees Summit, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$451,400+",3bd,2ba,"1,791 sqft"
1414 SW Georgetown Dr,"Lees Summit, MO",OLD,"$434,950",4bd,3ba,"2,615 sqft"
Kensington Farms,"Raymore, MO",NEWNEW CONSTRUCTIONBUILDABLE PLAN,"$313,990+",3bd,2ba,"1,688 sqft"
Care-Free at Hawthorn Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$365,000+",3bd,2ba,"1,648 sqft"
Kessler Ridge at New Longview,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$406,990+",3bd,2ba,"1,688 sqft"
Manor at Woodside Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$372,000+",4bd,3ba,"1,851 sqft"
801 SW Haverford Rd,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$475,000",4bd,3ba,"2,702 sqft"
1820 NE Griffin Dr,"Lees Summit, MO",OLD,"$400,000",4bd,3ba,"2,329 sqft"
Villas at Woodside Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$442,200+",3bd,2ba,"1,682 sqft"
4401 SW Alabaster Dr,"Lees Summit, MO",OLD,"$389,950",3bd,2ba,"1,728 sqft"
Manor at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$380,500+",4bd,3ba,"2,137 sqft"
1512 SW Georgetown Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$537,950",5bd,4ba,"3,042 sqft"
3916 SW Odell Dr,"Lees Summit, MO","OPEN SAT, 11-5PM","$430,835",3bd,2ba,"1,928 sqft"
Mill Creek of Summit Mill,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$364,300+",4bd,3ba,"2,165 sqft"
4407 SW Amethyst Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$359,950",4bd,3ba,"1,851 sqft"
Hawthorn Ridge,"Lee's Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$400,700+",3bd,2ba,"1,891 sqft"
1932 NE Catalina Ave,"Lees Summit, MO",OLD,"$539,900",4bd,4ba,"3,354 sqft"
2337 SW Old Port Rd,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$386,000",3bd,2ba,"1,750 sqft"
2930 SW Arbor Ln,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$394,950",3bd,2ba,"1,728 sqft"
2150 SW M 150 Hwy,"Lees Summit, MO",OLD,"$750,000",4bd,3ba,"4,248 sqft"
Care-Free at Hawthorn Ridge,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$371,000+",4bd,3ba,"2,165 sqft"
9108 SW 10th Ter,"Lees Summit, MO",OLD,"$480,400",4bd,3ba,"3,358 sqft"
1525 SW Arbormill Ter,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$524,155",6bd,6ba,"3,858 sqft"
Mill Creek of Summit Mill,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$417,800+",4bd,3ba,"2,827 sqft"
Reserve at Stoney Creek,"Lees Summit, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$404,400+",3bd,2ba,"1,891 sqft"
1519 SW Arbor Falls Dr,"Lees Summit, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$479,950",5bd,4ba,"2,584 sqft"
1036 SW Armie St,"Lees Summit, MO",NEW,"$519,161",3bd,3ba,"3,024 sqft"
1015 SE 3rd Ter,"Lees Summit, MO",NEW,"$230,000",3bd,3ba,"2,050 sqft"
1326 W Johns Blvd,"Raymore, MO",OLD,"$158,500",3bd,2ba,"1,656 sqft"
1608 Cove Dr,"Raymore, MO",OLD,"$230,000",3bd,2ba,"1,288 sqft"
111 N Eastglen Dr,"Raymore, MO",OLD,"$355,000",5bd,3ba,"2,918 sqft"
29806 E Windmill Ridge Ln,"Lees Summit, MO",OLD,"$1,390,000",5bd,6ba,"7,050 sqft"
9212 SE 2nd St,"Blue Springs, MO",OLD,"$254,950",3bd,3ba,"1,337 sqft"
24808 E Colbern Rd,"Lees Summit, MO",OLD,"$1,695,000",7bd,11ba,"9,251 sqft"
9717 S Timber Meadows Dr,"Lees Summit, MO",OLD,"$560,000",4bd,4ba,"3,972 sqft"
1609 March Ln,"Raymore, MO",NEW CONSTRUCTIONQUICK MOVE-IN,"$395,000",4bd,3ba,"2,137 sqft"
9216 SE 2nd St,"Blue Springs, MO",OLD,"$289,950",4bd,3ba,"1,857 sqft"
402 Meadowlark Dr,"Raymore, MO",OLD,"$349,900",5bd,4ba,"2,718 sqft"
311 N High Dr,"Raymore, MO",OLD,"$235,000",3bd,2ba,"2,914 sqft"
614 Sun Dr,"Raymore, MO",OLD,"$195,000",2bd,2ba,"1,550 sqft"
25105 E 101st St,"Lees Summit, MO",NEW,"$1,300,000",5bd,5ba,"7,562 sqft"
