,region,new,price,bedrm,bth,sqft,crime,typ_val,val_pct,typ_sqft,sqft_pct,eschl,mschl,hschl,bsmnt,gas,forsdair,elctric,solar,dayonmark,yrbuilt,update,stories,n_rooms,garage,pp_sqft,roof,floors,exterior,lot_sz,prk_spc,parking,hoa_fee,sec_sys,pool,list_cnt,assess
1064 E Canterbury St,Springfield,0,179900.0,3,2,1641,1,241106.0,-25.0,117.0,-6.0,1,1,1,0,1,1,0,0,15.0,1972.0,0,1,6,1,110.0,1,0,5,1641.0,2.0,3,0,0,0,1,0
1065 Haversham Pl,Saint Louis,0,499900.0,4,3,3321,1,664548.0,-25.0,228.0,-34.0,1,1,1,1,1,1,0,0,46.0,1966.0,0,2,7,1,151.0,1,2,5,3321.0,2.0,3,0,0,0,1,0
107 NW North Shore Dr,Kansas City,0,475000.0,2,2,2336,1,248362.0,91.0,147.0,38.0,1,2,1,1,1,1,0,0,1.0,2005.0,1,1,4,1,130.0,1,0,7,4791.0,2.0,3,25,0,0,4,0
10704 N Fisk Ave,Kansas City,1,393950.0,3,2,1496,2,311861.0,26.0,166.0,59.0,0,0,1,0,1,0,0,0,1.0,2020.0,0,1,5,1,263.0,1,5,0,1496.0,3.0,3,0,0,0,0,0
10704 N Fisk Ave,Kansas City,1,393950.0,3,2,1496,2,311861.0,26.0,166.0,59.0,0,0,1,0,1,0,0,0,1.0,2020.0,0,1,5,1,263.0,1,7,8,1496.0,3.0,3,0,0,0,0,0
10710 N Holly St,Kansas City,0,563516.0,6,4,3395,1,243914.0,131.0,146.0,14.0,1,1,1,0,1,0,0,0,21.0,2001.0,0,2,10,1,166.0,1,6,8,3395.0,3.0,3,0,1,0,1,0
10714 N Holly St,Kansas City,0,455950.0,4,4,2439,1,243914.0,87.0,146.0,28.0,1,1,1,0,1,1,0,0,17.0,2001.0,0,2,8,1,187.0,1,0,5,2439.0,3.0,3,67,0,0,1,0
10718 N Holly St,Kansas City,1,419995.0,4,3,2525,1,243914.0,72.0,146.0,14.0,1,1,1,0,1,1,0,0,4.0,1964.0,0,1,7,1,166.0,1,6,6,10010.0,3.0,3,67,1,0,1,0
10719 Hillcrest Rd,Kansas City,0,135000.0,4,2,2012,1,119204.0,13.0,104.0,-35.0,1,0,1,1,1,1,0,0,71.0,1971.0,0,2,6,1,67.0,1,0,8,2012.0,2.0,1,0,0,0,6,0
10720 N Fisk Ave,Kansas City,1,409950.0,4,3,2525,2,311861.0,31.0,166.0,-2.0,0,0,1,0,0,0,0,0,1.0,2020.0,0,2,7,0,162.0,1,2,7,2525.0,3.0,0,0,0,0,0,0
10720 N Fisk Ave,Kansas City,1,409950.0,4,3,2525,2,311861.0,31.0,166.0,-2.0,0,0,1,0,0,0,0,0,1.0,2020.0,0,2,7,0,162.0,1,7,2,2525.0,3.0,0,0,0,0,0,0
10726 N Holly St,Kansas City,0,454950.0,4,3,2729,1,243914.0,87.0,146.0,14.0,1,1,1,0,1,1,0,0,22.0,2001.0,0,1,7,1,167.0,1,6,6,2729.0,3.0,3,67,0,0,1,0
1075 Midland Blvd,Saint Louis,0,299900.0,3,2,1851,1,216990.0,38.0,143.0,13.0,1,1,1,0,1,1,0,0,50.0,1933.0,0,1,6,1,162.0,1,2,5,5270.0,1.0,3,0,0,0,6,0
10775 E Mexico Gravel Rd,Columbia,0,885000.0,4,3,3154,1,172020.0,414.0,108.0,160.0,1,1,1,0,1,1,0,0,170.0,2007.0,0,3,7,1,281.0,1,7,7,49.0,2.2,3,0,1,0,6,0
108 SW Market St,Lees Summit,0,100000.0,2,1,920,1,216056.0,-54.0,154.0,-29.0,1,1,1,1,0,1,1,0,180.0,1940.0,0,1,3,1,109.0,1,0,8,9539.0,1.0,3,0,0,0,4,0
10800 Lakeview Rd,Kansas City,0,222500.0,4,2,2200,1,149973.0,48.0,116.0,-13.0,1,1,1,0,1,1,0,0,15.0,1940.0,0,1,6,1,101.0,1,0,4,7383.0,2.0,3,0,0,0,1,0
10807 Kennerly Rd,Saint Louis,0,319900.0,3,3,2220,1,279887.0,14.0,166.0,-13.0,1,1,1,0,1,1,0,0,120.0,1942.0,1,1,8,1,144.0,1,2,5,2220.0,2.0,3,0,0,0,10,0
10811 N Corrington Ave,Kansas City,0,380750.0,4,4,2227,1,119204.0,219.0,104.0,64.0,1,0,0,0,1,1,0,0,55.0,2020.0,0,2,8,1,171.0,1,0,5,2227.0,3.0,3,29,0,1,1,0
10815 Vorhof Dr,Saint Louis,1,140000.0,4,3,1015,1,47819.0,193.0,46.0,200.0,1,1,1,1,1,1,0,0,93.0,1959.0,0,1,7,1,138.0,1,0,5,6403.0,2.2,3,0,0,0,5,0
10823 N Corrington Ave,Kansas City,0,379000.0,3,2,1632,1,119204.0,218.0,104.0,123.0,1,0,0,0,1,1,0,0,55.0,2020.0,0,1,5,1,232.0,1,2,5,1632.0,3.0,3,29,0,1,1,0
10829 Fremont Ave,Kansas City,0,205000.0,4,3,2422,1,119204.0,72.0,104.0,-19.0,1,0,1,1,1,1,0,0,13.0,1966.0,0,2,7,1,85.0,1,2,0,2422.0,2.0,3,4,0,0,7,0
1083 Jennings Station Rd,Saint Louis,0,55900.0,2,1,1191,1,62719.0,-11.0,64.0,-27.0,0,0,1,0,0,1,1,0,43.0,1950.0,0,1,6,1,47.0,1,2,0,6490.0,1.0,3,0,0,0,1,1
10838 Olive Blvd,Saint Louis,0,375000.0,2,2,1387,1,495319.0,-24.0,198.0,37.0,2,1,1,0,1,1,0,0,102.0,1915.0,0,1,6,1,270.0,1,7,7,1387.0,2.0,3,0,0,0,1,0
1091 W High Point St,Springfield,0,259900.0,4,3,2728,1,241106.0,8.0,117.0,-19.0,1,1,1,0,1,1,0,0,33.0,1987.0,0,2,7,1,95.0,1,7,8,2728.0,2.0,3,0,0,0,2,0
10925 N Lane Ave,Kansas City,1,298000.0,4,3,2940,1,306678.0,-3.0,220.0,-54.0,1,1,1,1,1,1,0,0,7.0,2002.0,0,2,12,1,101.0,1,0,5,9583.0,2.0,3,20,0,1,8,0
10925 N Lane Ave,Kansas City,1,298000.0,4,3,2940,1,306678.0,-3.0,220.0,-54.0,1,1,1,1,1,1,0,0,9.0,2002.0,0,2,12,1,101.0,1,0,7,9583.0,2.0,3,20,0,1,8,0
11 Claychester Dr,Saint Louis,0,2225000.0,4,6,7167,1,664548.0,235.0,228.0,36.0,1,1,1,0,1,1,0,0,76.0,1996.0,1,1,14,1,310.0,1,0,5,2.0,4.0,3,0,0,1,4,0
11 Long Meadows Ln,Saint Louis,0,1790000.0,4,3,6134,1,664548.0,169.0,228.0,28.0,1,1,1,0,1,1,0,0,54.0,2004.0,0,1,11,1,292.0,1,2,5,1.0,3.0,3,0,0,1,1,0
110 Brooklyn Ave,Kansas City,0,165000.0,2,1,1772,4,86522.0,91.0,81.0,15.0,1,1,1,1,1,1,0,0,180.0,1890.0,0,2,3,0,93.0,1,2,5,3876.0,2.2,0,0,0,0,9,0
110 Royal Manor Ct,Saint Louis,0,549000.0,3,3,3750,1,495319.0,11.0,198.0,-26.0,1,1,1,0,1,1,0,0,100.0,1978.0,0,2,7,1,146.0,1,2,7,3750.0,2.0,3,20,0,0,4,0
1101 Marcassin Dr,Columbia,0,574900.0,4,3,3563,1,201679.0,185.0,119.0,36.0,1,1,1,1,1,1,0,0,54.0,2007.0,0,2,8,1,161.0,1,7,6,4878.0,2.2,3,145,1,0,1,0
1101 Reale Ave,Saint Louis,0,72500.0,2,1,936,5,110535.0,-34.0,86.0,-10.0,1,1,1,0,1,1,0,0,40.0,1985.0,0,1,5,1,77.0,1,0,2,7405.0,1.0,3,0,0,0,2,0
1101 Whispering Willow Way,Kansas City,0,515000.0,5,3,2698,1,334330.0,54.0,146.0,31.0,1,1,1,0,1,1,0,0,89.0,2020.0,0,1,8,1,191.0,1,2,5,2698.0,3.0,3,29,0,1,1,0
1103 Highland Pointe Dr,Saint Louis,0,2390000.0,6,8,11386,1,664548.0,260.0,228.0,-8.0,1,1,1,1,1,1,0,0,97.0,1997.0,0,1,15,1,210.0,1,2,5,1.0,4.0,3,0,0,0,17,0
1104 NE Goshen Dr,Lees Summit,1,546000.0,4,3,2770,1,334330.0,63.0,146.0,35.0,1,1,1,0,0,1,1,0,7.0,2020.0,0,1,7,1,197.0,1,6,5,8598.0,3.0,3,58,0,0,6,0
1105 Marcassin Dr,Columbia,0,579900.0,4,3,3626,1,201679.0,188.0,119.0,34.0,1,1,1,1,1,1,0,0,180.0,2008.0,0,2,8,1,160.0,1,7,5,4665.0,2.2,3,145,1,0,3,0
1106 Dover Pl,Saint Louis,0,225000.0,3,3,2200,1,88071.0,155.0,77.0,33.0,2,1,1,1,1,1,0,0,32.0,1948.0,1,1,8,1,102.0,1,2,5,5183.0,2.0,3,0,0,0,4,0
1108 Fernview Dr,Saint Louis,0,365000.0,5,3,2320,1,495319.0,-26.0,198.0,-21.0,1,1,1,1,1,1,0,0,180.0,1965.0,1,2,10,1,157.0,3,2,7,2320.0,2.0,3,8,0,0,15,0
1108 SW Heather Dr,Lees Summit,0,385000.0,4,3,1947,1,299186.0,29.0,140.0,41.0,1,1,1,0,1,0,0,0,81.0,2020.0,0,2,7,1,198.0,1,6,5,10151.0,3.0,3,0,0,0,2,0
1109 W Ward Pkwy,Springfield,0,474900.0,5,4,5511,1,241106.0,97.0,117.0,-26.0,1,1,1,1,1,1,0,0,133.0,2003.0,0,1,8,1,86.0,1,7,5,5511.0,3.0,3,69,1,0,3,0
11093 Patrina Ct,Saint Louis,0,230000.0,3,2,2113,1,251733.0,-9.0,173.0,-37.0,0,1,1,0,1,1,0,0,17.0,1963.0,0,1,8,1,109.0,1,7,7,2113.0,2.0,3,0,0,0,1,0
111 Madison Ave,Saint Louis,0,155000.0,2,1,870,1,289575.0,-46.0,198.0,-10.0,1,2,1,0,1,1,0,0,180.0,1929.0,1,1,5,0,178.0,1,0,7,7013.0,2.2,0,0,0,0,10,0
1110 Pardella Ave,Saint Louis,0,149900.0,2,1,1623,1,152205.0,-2.0,140.0,-34.0,1,1,1,0,1,1,0,0,131.0,1928.0,0,1,5,0,92.0,1,0,5,8698.0,2.2,0,0,0,0,8,1
1110 W Madison St,Springfield,0,79900.0,2,1,784,2,80090.0,-15.149012567324956,79.0,29.0,1,1,1,0,0,0,0,0,120.0,1907.0,1,1,4,0,102.0,1,5,6,7405.0,2.2,0,0,0,0,1,0
11100 N Oxford Ave,Kansas City,1,381950.0,3,2,1728,2,306678.0,57.745222929936304,220.0,25.0,1,1,1,0,1,0,0,0,1.0,2020.0,0,1,5,1,221.0,1,2,5,1728.0,3.0,3,0,0,0,0,0
11100 N Oxford Ave,Kansas City,1,381950.0,3,2,1728,2,306678.0,57.745222929936304,220.0,25.0,1,1,1,0,1,0,0,0,1.0,2020.0,0,1,5,1,221.0,1,0,6,1728.0,3.0,3,0,0,0,0,0
11104 E 73rd St,Kansas City,1,179700.0,4,2,3190,1,149973.0,20.0,116.0,-51.0,1,1,1,1,1,1,0,0,8.0,1969.0,0,1,6,1,56.0,1,0,8,3190.0,2.0,3,0,0,0,1,0
11108 N Oxford Ave,Kansas City,1,397950.0,4,4,2323,2,306678.0,30.0,220.0,-22.0,1,1,1,0,0,0,0,0,1.0,1964.0,0,2,8,0,171.0,1,0,6,2323.0,3.0,0,0,0,0,0,0
11108 N Oxford Ave,Kansas City,1,397950.0,4,4,2323,2,306678.0,30.0,220.0,-22.0,1,1,1,0,0,0,0,0,1.0,1964.0,0,2,8,0,171.0,1,7,7,2323.0,3.0,0,0,0,0,0,0
11108 Wyandotte Ct,Kansas City,0,529900.0,4,4,4154,1,227344.0,133.0,167.0,-24.0,1,1,1,1,1,1,0,0,114.0,1998.0,1,1,8,1,128.0,5,0,6,9151.0,3.0,3,200,1,0,7,0
1111 Oday Ave,Saint Louis,0,379999.0,5,2,2896,1,289575.0,31.0,198.0,-34.0,1,2,1,0,1,1,0,0,180.0,1955.0,0,2,9,1,131.0,1,2,5,8145.0,1.0,3,0,0,0,11,0
1111 W 77th Ter,Kansas City,0,365000.0,3,3,2612,1,227344.0,61.0,167.0,-16.0,2,1,1,1,1,1,0,0,13.0,1940.0,0,2,6,1,140.0,1,0,5,10332.0,2.0,3,0,0,0,5,0
11113 N Oxford Ave,Kansas City,1,399950.0,4,3,2329,2,306678.0,30.0,220.0,-22.0,1,1,1,0,0,0,0,0,1.0,2019.0,0,1,7,1,172.0,1,0,5,2329.0,3.0,3,0,0,0,0,0
11113 N Oxford Ave,Kansas City,1,399950.0,4,3,2329,2,306678.0,30.0,220.0,-22.0,1,1,1,0,0,0,0,0,1.0,2019.0,0,1,7,1,172.0,1,0,6,2329.0,3.0,3,0,0,0,0,0
1112 SW Heather Dr,Lees Summit,0,410000.0,4,4,2315,1,299186.0,37.0,140.0,27.0,1,1,1,0,1,0,0,0,79.0,2020.0,0,2,8,1,177.0,1,6,6,10102.0,3.0,3,0,0,0,2,0
1113 Collingwood Dr,Saint Louis,0,549000.0,4,3,2376,3,285099.0,93.0,182.0,27.0,2,1,1,0,1,1,0,0,58.0,1932.0,0,2,6,1,231.0,1,2,0,6534.0,2.0,3,0,0,0,1,0
1113 SW Whispering Willow Way,Lees Summit,0,505000.0,5,3,2698,1,334330.0,51.0,146.0,28.0,1,1,1,0,1,1,0,0,91.0,2020.0,0,1,8,1,187.0,1,2,5,2698.0,3.0,3,29,0,1,1,0
1114 NE 44th St,Kansas City,0,106500.0,4,1,1144,5,181427.0,-41.0,248.0,-62.0,1,1,1,0,1,1,0,0,67.0,1950.0,0,1,7,0,93.0,1,0,7,7701.0,2.2,0,0,0,0,12,0
1115 Collingwood Dr,Saint Louis,0,549000.0,4,3,2376,3,285099.0,93.0,182.0,27.0,2,1,1,0,1,1,0,0,54.0,1953.0,0,2,5,1,231.0,1,2,0,6534.0,2.0,3,0,0,0,1,0
1115 N Chelmsworth Ln,Springfield,0,399900.0,4,4,4756,1,129720.0,208.0,125.0,-33.0,1,1,1,1,0,1,1,0,109.0,1990.0,0,2,9,1,84.0,1,0,0,4756.0,3.0,3,200,0,0,7,0
1116 Keagon Ave,Kansas City,1,263500.0,3,3,2354,1,268475.0,-2.0,146.0,-23.0,1,1,1,1,1,1,0,0,8.0,1995.0,0,2,6,1,112.0,1,0,7,2354.0,2.0,1,0,0,0,1,0
1117 W Division St,Springfield,1,14900.0,3,1,1220,3,117917.0,-87.0,93.0,-87.0,1,2,1,0,0,1,0,0,4.0,1902.0,0,1,5,0,12.0,1,0,8,6969.0,2.2,0,0,0,0,14,1
11209 N Michigan Ave,Kansas City,1,469950.0,4,4,2820,2,243914.0,93.0,146.0,14.0,1,1,1,0,0,0,0,0,1.0,2020.0,0,2,8,1,167.0,1,2,7,217.0,3.0,3,0,0,0,0,0
11209 N Michigan Ave,Kansas City,1,469950.0,4,4,2820,2,243914.0,93.0,146.0,14.0,1,1,1,0,0,0,0,0,1.0,2020.0,0,2,8,1,167.0,1,7,2,217.0,3.0,3,0,0,0,0,0
1121 Forest Ave,Saint Louis,0,165000.0,3,2,1200,1,175482.0,-9.0,166.0,-20.0,1,1,1,1,1,1,0,0,15.0,1925.0,1,1,5,1,133.0,1,0,5,4312.0,1.0,3,0,0,0,8,0
1121 Forest Ave,Saint Louis,0,165000.0,3,2,1200,1,175482.0,-9.0,166.0,-20.0,1,1,1,1,1,1,0,0,15.0,1925.0,1,1,5,1,133.0,1,6,5,4312.0,1.0,3,0,0,0,8,0
11216 E 64th St,Kansas City,0,280000.0,5,3,3602,1,149973.0,87.0,116.0,-33.0,1,1,1,1,1,1,0,0,30.0,1967.0,0,2,8,1,78.0,1,0,7,3602.0,3.0,3,0,0,0,6,0
1122 Des Peres Ave,Saint Louis,0,259900.0,3,2,1308,1,289575.0,44.66945606694561,198.0,-10.0,1,2,1,0,1,1,0,0,14.0,1958.0,0,1,5,0,199.0,1,2,0,7492.0,1.0,2,0,0,0,1,0
11225 Mimosa Ln,Saint Louis,0,389900.0,3,2,1735,1,251733.0,55.0,173.0,30.0,0,1,1,1,1,1,0,0,95.0,1956.0,0,1,5,1,225.0,1,2,5,1735.0,2.0,3,0,0,1,11,0
1124 Redman Blvd,Saint Louis,1,56000.0,3,1,1125,4,110535.0,-49.0,86.0,-42.0,1,1,1,1,1,1,0,0,164.0,1954.0,0,1,6,0,50.0,0,3,3,8755.0,2.2,2,0,0,0,6,0
11247 N Randolph Ave,Kansas City,0,325000.0,2,2,1570,1,306678.0,6.0,220.0,-6.0,1,1,1,0,1,1,0,0,79.0,2015.0,0,1,4,1,207.0,1,0,7,3049.0,3.0,3,135,0,0,7,0
1125 Dovergate Dr,Saint Louis,0,389000.0,3,3,1717,1,375401.0,4.0,218.0,4.0,1,1,1,1,1,1,0,0,16.0,1960.0,1,1,6,1,227.0,1,2,5,1717.0,2.0,3,0,0,0,5,0
11256 N Holly St,Kansas City,0,280000.0,3,3,1643,1,243914.0,15.0,146.0,17.0,1,1,1,1,1,0,0,0,30.0,2004.0,0,1,9,1,170.0,1,7,6,8712.0,2.0,3,33,0,0,2,0
1128 Rhea Ave,Saint Louis,0,69000.0,3,2,864,4,110535.0,-38.0,86.0,-7.0,1,1,1,0,1,1,0,0,60.0,1959.0,0,1,6,0,80.0,1,2,8,5183.0,2.2,0,0,0,0,2,0
1129 E 5th St,Kansas City,0,305000.0,3,2,1293,3,202669.0,50.0,204.0,16.0,1,1,1,0,0,1,1,0,82.0,1996.0,0,2,5,1,236.0,1,0,5,1293.0,1.0,3,0,0,0,2,0
113 Elm Ave,Columbia,0,54900.0,3,1,1066,1,188267.0,-71.0,129.0,-60.0,1,1,1,1,1,1,0,0,87.0,1971.0,0,1,5,0,52.0,1,2,7,1066.0,2.2,0,0,0,0,8,0
113 Hawkesbury Dr,Saint Louis,0,97000.0,2,1,873,1,50139.0,93.0,49.0,127.0,1,1,1,1,1,1,0,0,19.0,1955.0,0,1,6,1,111.0,1,2,5,7492.0,1.0,3,0,1,0,6,0
1130 King Carey Dr,Saint Louis,0,229900.0,3,3,1465,1,257082.0,-11.0,155.0,1.0,1,1,1,0,1,1,0,0,17.0,1966.0,1,1,8,1,157.0,1,2,7,10018.0,2.0,3,0,0,0,4,0
11300 Military Club Rd,Kansas City,0,590000.0,3,5,4664,1,145337.0,306.0,119.0,6.0,1,1,1,1,1,1,0,0,46.0,1965.0,0,2,8,1,127.0,1,0,5,1.0,3.0,3,0,0,1,2,0
11305 E 47th St,Kansas City,0,240000.0,4,3,2584,1,149973.0,60.0,116.0,-20.0,1,1,1,1,1,1,0,0,13.0,1956.0,0,2,7,1,93.0,1,0,7,2584.0,1.0,3,0,0,0,5,0
1131 E 78th St,Kansas City,0,129500.0,3,3,1774,1,186241.0,-30.0,141.0,-48.0,1,1,1,1,1,1,0,0,180.0,1919.0,0,1,6,1,73.0,1,2,6,1774.0,1.0,3,0,0,0,7,0
1135 Backer St,Saint Louis,0,72900.0,2,1,840,1,216990.0,-66.0,143.0,-39.0,1,1,1,0,0,1,1,0,156.0,1947.0,0,1,5,1,87.0,1,2,7,3702.0,1.0,3,0,0,0,2,0
1135 Mozart Dr,Saint Louis,0,360000.0,3,2,2092,1,375401.0,-4.0,218.0,-21.0,1,1,1,1,1,1,0,0,93.0,1951.0,0,1,7,1,172.0,3,2,5,8755.0,2.0,3,0,0,0,14,0
11350 S 40th Dr,Saint Louis,0,555000.0,4,4,3319,1,664548.0,-16.0,228.0,-27.0,2,1,1,1,1,1,0,0,180.0,1954.0,1,1,11,1,167.0,3,7,5,1.0,2.0,3,7,0,1,4,1
1141 NW South Shore Dr,Kansas City,0,525000.0,3,3,2308,1,248362.0,111.0,147.0,55.0,1,2,1,1,1,1,0,0,107.0,1991.0,1,1,6,1,227.0,1,0,8,6063.0,2.0,3,36,0,0,3,0
11412 N Michigan Ave,Kansas City,1,484900.0,4,3,3011,2,243914.0,99.0,146.0,10.0,1,1,1,0,0,0,0,0,1.0,2020.0,0,1,7,1,161.0,1,0,5,9583.0,3.0,3,0,0,0,0,0
11420 Richmond Ave,Kansas City,0,97000.0,3,1,912,3,119204.0,-19.0,104.0,2.0,1,0,1,0,1,1,0,0,92.0,1954.0,0,1,4,1,106.0,1,7,3,8015.0,1.0,3,3,0,0,3,0
1146 Shore Acres Loop,Columbia,0,294900.0,3,2,1600,1,201679.0,46.0,119.0,55.0,1,1,1,0,1,1,0,0,133.0,2020.0,0,1,5,0,184.0,1,7,7,9143.0,2.2,0,0,1,0,1,0
1147 E Smith St,Springfield,1,209000.0,4,2,2270,1,117917.0,77.0,93.0,-1.0,1,1,1,1,0,1,1,0,33.0,1945.0,1,1,10,1,92.0,3,7,4,2270.0,6.0,3,0,1,0,3,0
115 Crestmere Ave,Columbia,0,370000.0,3,3,2185,1,254792.0,45.0,128.0,32.0,1,1,1,0,1,1,0,0,13.0,1943.0,0,2,6,1,169.0,1,7,7,2185.0,2.2,3,0,1,0,3,0
11501 Wornall Rd,Kansas City,0,405000.0,6,4,5418,1,227344.0,78.0,167.0,-55.0,1,1,1,0,1,1,0,0,32.0,1963.0,0,3,10,1,75.0,1,7,8,5418.0,2.0,3,0,0,0,1,0
11505 Withersfield Dr,Saint Louis,0,135000.0,3,2,1242,1,110535.0,22.0,86.0,26.0,1,1,1,0,1,1,0,0,106.0,1960.0,0,1,7,1,109.0,1,1,0,10018.0,2.0,3,0,0,0,5,0
11520 E 63rd St,Kansas City,0,134000.0,4,2,1408,1,149973.0,-11.0,116.0,-18.0,1,1,1,1,1,1,0,0,62.0,1910.0,0,2,6,1,95.0,1,0,0,1408.0,1.0,3,0,0,0,4,0
1153 W Melrose St,Springfield,0,264900.0,4,3,2465,1,241106.0,10.0,117.0,-8.0,1,1,1,1,1,1,0,0,43.0,1988.0,0,2,7,1,107.0,1,0,0,2465.0,2.0,3,0,0,0,1,0
1159 E Walnut St,Springfield,1,310000.0,4,2,4073,2,80090.0,287.0,79.0,-4.0,1,1,1,0,0,0,1,0,8.0,1893.0,0,2,6,0,76.0,1,2,0,4073.0,2.2,0,0,0,0,1,0
116 Elwood St,Saint Louis,0,116000.0,3,2,1380,1,88071.0,32.0,77.0,9.0,2,1,1,0,1,1,0,0,47.0,1892.0,0,2,5,1,84.0,1,2,8,5575.0,2.2,3,0,0,0,2,0
116 Parsons Ave,Saint Louis,0,415000.0,3,3,1804,1,289575.0,43.0,198.0,16.0,1,2,1,0,1,1,0,0,75.0,1906.0,1,2,8,1,230.0,1,2,7,10759.0,1.0,3,0,0,0,10,0
116 SE Water Garden Ct,Lees Summit,0,324950.0,3,3,2282,1,334330.0,-3.0,146.0,-2.0,1,1,1,0,0,0,0,0,43.0,2020.0,0,2,6,1,142.0,1,6,7,2282.0,2.0,3,0,0,0,1,0
11600 Clayton Rd,Saint Louis,0,2199000.0,4,6,5212,1,664548.0,231.0,228.0,85.0,2,1,1,1,1,1,0,0,33.0,2019.0,0,1,7,1,422.0,1,2,7,1.0,4.0,3,25,0,1,11,0
11604 E 75th St,Kansas City,1,128000.0,3,2,864,1,145337.0,-12.0,119.0,24.0,1,1,1,1,1,1,0,0,6.0,1967.0,1,1,5,1,148.0,1,0,8,864.0,4.0,3,0,0,0,1,0
11608 Ladue Rd,Saint Louis,0,1900000.0,6,8,8496,1,495319.0,284.0,198.0,13.0,1,1,1,0,1,1,0,0,180.0,1992.0,0,2,9,1,224.0,5,2,6,1.0,5.0,3,33,0,1,3,0
1165 S Glenwood Ln,Saint Louis,0,349500.0,3,2,1555,1,375401.0,-7.0,218.0,3.0,1,1,1,0,1,1,0,0,91.0,1960.0,0,1,6,1,225.0,1,2,7,2.0,2.0,3,0,0,0,6,1
11701 E 45th Ter,Kansas City,0,185000.0,3,1,1230,1,149973.0,23.0,116.0,30.0,1,1,1,1,1,1,0,0,116.0,1953.0,0,2,4,1,150.0,1,6,7,1230.0,1.0,3,0,0,0,5,0
11703 Fawnridge Dr,Saint Louis,0,1236000.0,4,3,3803,1,664548.0,86.0,228.0,43.0,1,1,1,1,1,1,0,0,46.0,1956.0,0,2,10,1,325.0,0,7,7,3803.0,3.0,3,0,0,0,1,0
11705 N Laurel Ave,Kansas City,0,289950.0,3,3,1704,1,306678.0,-5.0,220.0,-23.0,1,1,1,0,0,0,0,0,94.0,1963.0,0,1,6,0,170.0,1,0,8,1704.0,2.0,0,0,0,0,1,0
11705 N Laurel Ave,Kansas City,0,289950.0,3,3,1704,1,306678.0,-5.0,220.0,-23.0,1,1,1,0,0,0,0,0,94.0,1963.0,0,1,6,0,170.0,1,0,5,1704.0,2.0,0,0,0,0,1,0
11705 N Windsor Ave,Kansas City,0,334900.0,3,2,1592,1,306678.0,9.0,220.0,-4.0,1,1,1,0,0,0,0,0,33.0,2020.0,0,1,5,0,210.0,1,7,8,1592.0,2.0,0,0,0,0,1,0
11705 N Windsor Ave,Kansas City,0,334900.0,3,2,1592,1,306678.0,9.0,220.0,-4.0,1,1,1,0,0,0,0,0,33.0,2020.0,0,1,5,0,210.0,1,7,6,1592.0,2.0,0,0,0,0,1,0
11710 Criterion Ave,Saint Louis,0,68900.0,2,3,1015,1,110535.0,-38.0,86.0,-21.0,1,1,1,0,1,1,0,0,97.0,1960.0,0,1,7,1,68.0,0,2,7,8189.0,1.0,3,0,0,0,19,1
11710 N Windsor Ave,Kansas City,0,289950.0,3,3,1704,1,306678.0,-5.0,220.0,-23.0,1,1,1,0,0,0,0,0,32.0,1963.0,0,1,6,0,170.0,1,5,5,1704.0,2.0,0,0,0,0,1,0
11710 N Windsor Ave,Kansas City,0,289950.0,3,3,1704,1,306678.0,-5.0,220.0,-23.0,1,1,1,0,0,0,0,0,32.0,1963.0,0,1,6,0,170.0,1,0,7,1704.0,2.0,0,0,0,0,1,0
11712 N Laurel Ave,Kansas City,0,334900.0,3,2,1592,1,276364.0,21.0,146.0,44.0,1,1,1,0,0,0,0,0,34.0,2020.0,0,1,5,0,210.0,1,2,8,1592.0,2.0,0,0,0,0,1,0
11712 N Laurel Ave,Kansas City,0,334900.0,3,2,1592,1,276364.0,21.0,146.0,44.0,1,1,1,0,0,0,0,0,34.0,2020.0,0,1,5,0,210.0,1,0,0,1592.0,2.0,0,0,0,0,1,0
11718 Brookbend Dr,Saint Louis,0,1259000.0,5,5,5028,1,664548.0,89.0,228.0,10.0,1,1,1,0,1,1,0,0,32.0,1960.0,0,1,8,1,250.0,1,2,5,5028.0,3.0,3,0,0,1,1,0
1172 S National Ave,Springfield,0,199900.0,3,2,1548,1,186454.0,7.0,112.0,15.0,1,1,1,0,1,1,0,0,180.0,1951.0,0,1,6,1,129.0,1,2,5,1548.0,1.0,3,0,0,0,8,0
1172 Ursula Ave,Saint Louis,0,130000.0,2,1,1088,1,216990.0,-40.0,143.0,-16.0,1,1,1,0,1,1,0,0,18.0,1941.0,1,1,5,1,119.0,1,2,5,5009.0,2.2,3,0,0,0,13,0
11720 Cherry St,Kansas City,0,349000.0,5,3,3200,1,186241.0,87.0,141.0,-23.0,1,1,1,1,1,1,0,0,38.0,1964.0,0,2,8,1,109.0,1,2,0,3200.0,2.0,3,0,0,0,3,0
11722 N Laurel Ave,Kansas City,0,365900.0,4,3,2440,1,306678.0,19.0,220.0,-32.0,1,1,1,0,1,1,0,0,59.0,2020.0,0,1,7,1,150.0,1,0,5,9456.0,3.0,3,0,0,0,1,0
11722 N Laurel Ave,Kansas City,0,365900.0,4,3,2440,1,306678.0,19.0,220.0,-32.0,1,1,1,0,1,1,0,0,59.0,2020.0,0,1,7,1,150.0,1,0,6,9456.0,3.0,3,0,0,0,1,0
