,title,price,owner,accident,price_rating,mileage,drive_type,engine,transmission,fuel_type,mpg,exterior,interior
948,Used 2016 Kia Cadenza,"13,359",Multiple Owners,No Accident / Damage Reported,GREAT,"95,111",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,19 City / 28 Highway,Silky Silver Metallic,Black
949,Used 2020 Kia Soul S,"16,841",One Owner,No Accident / Damage Reported,GREAT,"16,362",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,Cherry Black,Black
950,Used 2019 Mitsubishi Outlander SEL,"17,800",Multiple Owners,No Accident / Damage Reported,GREAT,"35,034",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 30 Highway,Black,Black
951,Used 2019 Toyota Camry LE,"18,399",One Owner,No Accident / Damage Reported,GREAT,"35,429",2 wheel drive - front,4-Cylinder,8-Speed Automatic,Gasoline,29 City / 41 Highway,Black,Black
952,Used 2019 Nissan Rogue SV,"19,800",One Owner,No Accident / Damage Reported,GREAT,"29,300",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 32 Highway,Blue,Charcoal
953,Used 2019 Nissan Rogue SV,"19,999",One Owner,No Accident / Damage Reported,GREAT,"26,664",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 32 Highway,Silver,Charcoal
954,Used 2019 Kia Sorento LX,"20,499",One Owner,No Accident / Damage Reported,GREAT,"19,345",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 29 Highway,Silver,Satin Black
955,Used 2019 Dodge Journey SE,"21,995",,,,"2,500",2 wheel drive - front,4-Cylinder,4-Speed Automatic,Gasoline,19 City / 25 Highway,Contusion Blue Pearlcoat,Black W/Premium Cloth Low-Back
957,Used 2020 Chevrolet Impala LT w/ 1LT,"21,844",One Owner,Accident / Damage Reported,,"14,003",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,18 City / 28 Highway,Silver Ice Metallic,Jet Black
958,Used 2019 Toyota RAV4 AWD LE,"23,373",One Owner,No Accident / Damage Reported,GREAT,"30,258",All wheel drive,4-Cylinder,8-Speed Automatic,Gasoline,27 City / 34 Highway,Silver Sky Metallic,Black
959,Used 2020 GMC Terrain AWD SLT,"24,899",One Owner,No Accident / Damage Reported,GREAT,"27,757",All wheel drive,4-Cylinder Turbo,9-Speed Automatic,Gasoline,25 City / 28 Highway,Ebony Twilight Metallic,Light Platinum/Taupe
960,Used 2019 Nissan Pathfinder SL,"25,999",One Owner,No Accident / Damage Reported,GREAT,"29,923",4 wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,19 City / 26 Highway,Charcoal,Charcoal
961,Used 2019 Volkswagen Beetle 2.0T Final Edition SE,"28,999",One Owner,Accident / Damage Reported,,"14,120",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,26 City / 33 Highway,Safari Uni/Black Roof,Cornsilk Beige/Titan Black
962,New 2021 Kia Sportage FWD LX,"24,092",,,,13,2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 30 Highway,Pacific Blue,Black
963,Used 2017 Jeep Compass High Altitude,"15,975",One Owner,No Accident / Damage Reported,GREAT,"36,669",4 wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,20 City / 25 Highway,Deep Cherry Red Crystal Pearlcoat,Dark Slate Gray
964,Used 2018 Ford EcoSport 4WD SE,"16,994",One Owner,No Accident / Damage Reported,GREAT,"6,818",4 wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 29 Highway,White Platinum Metallic Tri-Coat,Ebony Black
965,Used 2017 Jeep Renegade FWD Latitude,"17,764",One Owner,No Accident / Damage Reported,GOOD,"26,722",2 wheel drive - front,4-Cylinder,9-Speed Automatic,Flexible Fuel,Information Unavailable,Colorado Red,Black
966,Used 2017 RAM 1500 Express,"22,956",One Owner,Accident / Damage Reported,GREAT,"31,937",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Flexible Fuel,"6'5""",17 City / 25 Highway,Flame Red Clearcoat
967,Used 2017 GMC Acadia AWD SLT w/ SLT-2,"26,869",One Owner,No Accident / Damage Reported,GREAT,"38,914",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 25 Highway,Crimson Red Tintcoat,Jet Black
968,Used 2018 Jeep Wrangler JK 4WD Sahara,"32,641",One Owner,Accident / Damage Reported,GOOD,"6,135",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,Information Unavailable,Firecracker Red Clearcoat,Black
969,Used 2017 RAM 1500 Big Horn,"32,987",One Owner,No Accident / Damage Reported,GREAT,"29,224",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",15 City / 21 Highway,Black Forest Green Pearlcoat
970,Used 2019 RAM 1500 Warlock,"35,987",One Owner,No Accident / Damage Reported,GREAT,"10,263",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",16 City / 23 Highway,Bright White Clearcoat
971,Used 2010 Chevrolet Silverado 1500 LT,"10,788",One Owner,No Accident / Damage Reported,GOOD,"181,150",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Flexible Fuel,"6'7""",15 City / 21 Highway,Summit White
972,Used 2018 Chevrolet Traverse FWD LT,"27,488",Multiple Owners,No Accident / Damage Reported,GOOD,"57,786",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 27 Highway,Iridescent Pearl Tricoat,Dark Atmosphere/Medium Ash Gra
974,Used 2016 Ford Mustang GT,"28,500",Multiple Owners,Accident / Damage Reported,GREAT,"19,269",2 wheel drive - rear,8-Cylinder,6-Speed Manual,Gasoline,16 City / 25 Highway,Competition Orange,Ebony
975,Used 2018 Ford F150 XL,"33,000",One Owner,No Accident / Damage Reported,GREAT,"17,031",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Oxford White
976,Used 2007 Toyota Corolla S,"7,999",One Owner,No Accident / Damage Reported,,"95,312",2 wheel drive - front,4-Cylinder,4-Speed Automatic,Gasoline,26 City / 35 Highway,Blue,Black
977,Used 2020 Toyota Corolla LE Hybrid Sedan,"19,500",One Owner,No Accident / Damage Reported,GREAT,"8,896",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,53 City / 52 Highway,Black Sand Pearl
978,Used 2013 RAM 1500 SLT,"23,900",One Owner,Accident / Damage Reported,GREAT,"29,991",4 wheel drive,6-Cylinder,8-Speed Automatic,Flexible Fuel,"6'5""",16 City / 23 Highway,Mineral Gray Metallic Clearcoat
979,Used 2020 Toyota Camry LE,"26,900",One Owner,No Accident / Damage Reported,GREAT,"9,286",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,51 City / 53 Highway,Ruby Flare Pearl
980,Used 2019 Toyota Camry XLE,"28,900",One Owner,No Accident / Damage Reported,GREAT,"7,620",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,44 City / 47 Highway,Ruby Flare Pearl
981,Used 2020 Toyota Avalon Touring,"37,500",One Owner,No Accident / Damage Reported,GREAT,"4,067",2 wheel drive - front,6-Cylinder,8-Speed Automatic,Gasoline,22 City / 31 Highway,Ruby Flare Pearl,Black
982,Used 2020 Toyota Highlander AWD XLE V6,"38,900",One Owner,No Accident / Damage Reported,GREAT,"2,023",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,20 City / 27 Highway,Moon Dust,Gray
983,Used 2015 Jeep Wrangler 4WD Unlimited Sport,"30,990",Multiple Owners,No Accident / Damage Reported,,"66,716",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,Information Unavailable,Billet Silver Metallic Clearcoat,Black
984,Used 2017 Buick Envision FWD Preferred,"23,990",One Owner,No Accident / Damage Reported,,"19,915",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 29 Highway,Midnight Amethyst Metallic,Light Neutral/Ebony Accents W/
985,Certified 2016 GMC Terrain FWD SLE w/ SLE-2,"17,450",Multiple Owners,No Accident / Damage Reported,GOOD,"49,246",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 31 Highway,Onyx Black,Jet Black
986,Certified 2017 Chevrolet Colorado Z71,"27,950",Multiple Owners,Accident / Damage Reported,GREAT,"29,503",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,"6'2""",17 City / 24 Highway,Red Hot
987,Used 2018 Jeep Compass 4WD Limited,"22,000",,,GREAT,"19,094",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,22 City / 30 Highway,Rhino Clearcoat - Gray,Black Leather
988,Used 2017 Dodge Charger SXT,"25,500",,,GREAT,"6,205",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Billet Clearcoat - Silver,Black Cloth
989,Used 2020 Dodge Charger R/T,"34,500",,,GREAT,"3,763",2 wheel drive - rear,8-Cylinder,8-Speed Automatic,Gasoline,16 City / 25 Highway,Triple Nickel Clearcoat - Silver,Black Cloth
991,Used 2016 Ford Fiesta S Hatchback,"8,500",,,GREAT,"14,784",2 wheel drive - front,4-Cylinder,Automatic,Gasoline,27 City / 36 Highway,Ingot Silver Metallic - Silver,Charcoal Black Cloth
992,Used 2017 GMC Sierra 1500 4x4 Double Cab SLE,"32,000",,,GREAT,"26,766",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'7""",16 City / 22 Highway,Onyx Black - Black
993,Used 2018 Toyota Tundra 4x4 CrewMax SR5,"40,500",,,GREAT,"10,952",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"5'6""",13 City / 17 Highway,Midnight Black Metallic - Black
994,Used 2020 Cadillac XT6 FWD Premium Luxury,"47,500",,,GREAT,"4,760",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 25 Highway,Crystal White Tricoat - White,Cirrus Leather
995,Certified 2017 Chevrolet Malibu Premier w/ 2LZ,"20,500",One Owner,No Accident / Damage Reported,GREAT,"31,529",2 wheel drive - front,4-Cylinder Turbo,9-Speed Automatic,Gasoline,22 City / 33 Highway,Summit White,Dark Atmosphere/Medium Ash Gra
996,Used 2017 Cadillac XT5 AWD Platinum,"28,500",,,GREAT,"40,500",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 26 Highway,Silver Coast Metallic,Jet Black
997,Certified 2017 Chevrolet Traverse AWD LT w/ 2LT,"28,500",One Owner,No Accident / Damage Reported,GOOD,"19,323",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,15 City / 22 Highway,Tungsten Metallic,Ebony
998,Used 2015 Chevrolet Sonic RS Hatchback,"9,489",One Owner,No Accident / Damage Reported,GOOD,"85,916",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 33 Highway,Black Granite Metallic,Jet Black
999,Used 2014 Toyota Camry SE,"9,649",Multiple Owners,Accident / Damage Reported,GOOD,"149,632",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,25 City / 34 Highway,Cosmic Gray Mica,Black
1000,Used 2016 Ford Focus SE Sedan,"9,995",One Owner,No Accident / Damage Reported,GOOD,"68,075",2 wheel drive - front,4-Cylinder,6-Speed Shiftable Automatic,Flexible Fuel,Information Unavailable,Shadow Black,Medium Light Stone
1001,Used 2015 Chevrolet Equinox FWD LT w/ 1LT,"10,588",Multiple Owners,Accident / Damage Reported,GOOD,"123,937",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 31 Highway,Black Granite Metallic,Jet Black
1002,Used 2013 Hyundai Veloster RE:MIX Edition,"10,989",Multiple Owners,Accident / Damage Reported,,"84,113",2 wheel drive - front,4-Cylinder,6-Speed Manual,Gasoline,27 City / 37 Highway,Triathlon Gray Metallic,Black
1003,Used 2013 Ford Edge AWD SEL,"11,978",One Owner,No Accident / Damage Reported,GOOD,"116,114",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 25 Highway,Tuxedo Black Metallic,Medium Light Stone
1004,Used 2016 Ford Fusion SE,"11,995",Multiple Owners,Accident / Damage Reported,GOOD,"94,143",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 34 Highway,Deep Impact Blue,Ebony
1005,Used 2019 Ford Fiesta SE Sedan,"12,995",One Owner,Accident / Damage Reported,GOOD,"15,008",2 wheel drive - front,4-Cylinder,6-Speed Shiftable Automatic,Gasoline,27 City / 37 Highway,Ingot Silver Metallic,Charcoal Black
1006,Used 2018 Ford Escape FWD S,"14,361",Multiple Owners,No Accident / Damage Reported,GOOD,"55,660",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,21 City / 29 Highway,Ingot Silver Metallic,Charcoal Black
1007,Used 2018 Ford EcoSport 4WD S,"14,406",One Owner,No Accident / Damage Reported,GOOD,"49,020",4 wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 29 Highway,Moondust Silver Metallic,Medium Stone
1008,Used 2015 Hyundai Sonata Sport 2.0T,"14,589",Multiple Owners,No Accident / Damage Reported,,"72,656",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 31 Highway,Quartz White Pearl,Black
1009,Used 2018 Ford Escape FWD S,"14,589",One Owner,No Accident / Damage Reported,GOOD,"70,129",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,21 City / 29 Highway,Cinnamon Glaze Metallic,Charcoal Black
1010,Used 2018 Chevrolet Malibu Hybrid,"14,850",One Owner,No Accident / Damage Reported,GOOD,"74,738",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,49 City / 43 Highway,Mosaic Black Metallic
1011,New 2020 Hyundai Santa Fe FWD SEL w/ Convenience Package,"27,179",,,,0,2 wheel drive - front,4-Cylinder,8-Speed Automatic,Gasoline,22 City / 29 Highway,Calypso Red,Black/Black
1012,Used 2015 Chrysler Town & Country Touring-L,"16,695",,,,"80,013",2 wheel drive - front,6-Cylinder,6-Speed Shiftable Automatic,Flexible Fuel,17 City / 25 Highway,White,Black
1013,Used 2017 Ford Fusion SE Hybrid,"14,995",One Owner,No Accident / Damage Reported,GOOD,"51,788",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,43 City / 41 Highway,Ruby Red Metallic Tinted Clearcoat
1014,Used 2020 Kia Forte Sedan,"15,977",One Owner,No Accident / Damage Reported,,"12,609",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 41 Highway,Clear White,Black
1015,Used 2015 Toyota RAV4 AWD Limited,"15,989",One Owner,No Accident / Damage Reported,GOOD,"139,447",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 28 Highway,Barcelona Red Metallic,Ash
1016,Used 2019 Chevrolet Malibu LT w/ 1LT,"16,713",One Owner,Accident / Damage Reported,GOOD,"40,972",2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,29 City / 36 Highway,Summit White,Dark Atmosphere/Medium Ash Gra
1017,Used 2018 Ford Fusion SE,"16,989",One Owner,No Accident / Damage Reported,GOOD,"39,667",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Magnetic Metallic,Ebony
1018,New 2020 Jeep Cherokee 4WD Latitude,"29,925MSRP",,,,10,4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,21 City / 29 Highway,Light Brownstone Pearlcoat,Black
1019,Used 2019 Ford Fusion SE,"17,446",One Owner,No Accident / Damage Reported,GOOD,"25,038",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Velocity Blue Metallic,Medium Light Stone
1020,Used 2011 Ford E-350 and Econoline 350 Super Duty,"17,988",One Owner,No Accident / Damage Reported,,"133,583",2 wheel drive - rear,8-Cylinder,Automatic,Flexible Fuel,12 City / 16 Highway,Oxford White,Medium Flint
1021,Used 2014 Ford Expedition 4WD Limited,"18,638",Multiple Owners,No Accident / Damage Reported,GOOD,"125,750",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,13 City / 18 Highway,Kodiak Brown Metallic,Stone
1022,Used 2016 Buick Enclave FWD Leather,"18,644",One Owner,No Accident / Damage Reported,GOOD,"95,388",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,15 City / 22 Highway,Quicksilver Metallic,Ebony
1023,Used 2017 Acura TLX,"18,995",Multiple Owners,No Accident / Damage Reported,GOOD,"55,069",2 wheel drive - front,4-Cylinder,8-Speed Automatic,Gasoline,24 City / 35 Highway,Crystal Black Pearl,Espresso
1024,Used 2019 Ford Fusion Titanium,"19,989",One Owner,No Accident / Damage Reported,GOOD,"44,293",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 31 Highway,Oxford White,Ebony
1025,Used 2019 Jeep Renegade 4WD Latitude,"20,977",One Owner,No Accident / Damage Reported,,"14,624",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,21 City / 29 Highway,Granite Crystal Metallic Clearcoat,Black
1026,Used 2017 Ford Mustang Premium,"22,960",Multiple Owners,No Accident / Damage Reported,GOOD,"45,093",2 wheel drive - rear,4-Cylinder Turbo,6-Speed Automatic,Gasoline,Information Unavailable,Ruby Red Metallic Tinted Clearcoat,Ebony
1027,Used 2018 Honda CR-V AWD EX-L,"24,335",One Owner,Accident / Damage Reported,GOOD,"60,771",All wheel drive,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,White Diamond Pearl,Ivory
1028,Used 2019 Ford F150 XL,"24,919",One Owner,No Accident / Damage Reported,GOOD,"15,564",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Flexible Fuel,19 City / 25 Highway,Ingot Silver Metallic,Dark Earth Gray
1029,Used 2017 Ford Explorer 4WD XLT,"26,800",One Owner,No Accident / Damage Reported,GOOD,"50,780",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 23 Highway,Oxford White,Ebony Black
1030,Used 2018 Ford Edge AWD Sport,"27,989",One Owner,No Accident / Damage Reported,GOOD,"57,673",All wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,17 City / 24 Highway,White Platinum Metallic Tri-Coat,Ebony
1031,Used 2015 GMC Yukon 4WD SLT w/ Open Road Package,"28,977",Multiple Owners,No Accident / Damage Reported,GOOD,"125,580",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Quicksilver Metallic,Jet Black
1032,Used 2018 Ford F150 XLT,"29,520",One Owner,Accident / Damage Reported,GOOD,"90,415",4 wheel drive,8-Cylinder,10-Speed Automatic,Flexible Fuel,18 City / 23 Highway,Oxford White,Medium Earth Gray
1033,Used 2018 Honda Odyssey Touring,"32,601",One Owner,No Accident / Damage Reported,GOOD,"46,993",2 wheel drive - front,6-Cylinder,10-Speed Automatic,Gasoline,19 City / 28 Highway,White Diamond Pearl,Gray
1034,Used 2018 Ford F150 XLT,"32,957",One Owner,No Accident / Damage Reported,GOOD,"65,129",4 wheel drive,8-Cylinder,10-Speed Automatic,Flexible Fuel,18 City / 23 Highway,Oxford White,Medium Earth Gray
1035,Used 2018 Ford F150 XL,"33,995",One Owner,No Accident / Damage Reported,GOOD,"54,170",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Ingot Silver Metallic
1036,Used 2017 Ford F150 XLT,"34,977",One Owner,No Accident / Damage Reported,GOOD,"49,675",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 23 Highway,Shadow Black,Medium Light Camel
1037,Used 2018 Ford F150 XLT,"35,901",One Owner,Accident / Damage Reported,GOOD,"57,088",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,18 City / 23 Highway,Blue Jeans Metallic,Medium Earth Gray
1038,Used 2018 BMW 440i Gran Coupe xDrive,"35,989",Multiple Owners,No Accident / Damage Reported,GOOD,"33,694",All wheel drive,6-Cylinder Turbo,8-Speed Automatic,Gasoline,21 City / 31 Highway,Alpine White,Black
1039,New 2020 Honda CR-V AWD EX,"28,399",,,,5,All wheel drive,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,27 City / 32 Highway,Aegean Blue,Black
1040,Used 2019 Chevrolet Silverado 1500 4x4 Crew Cab LT Trail Boss,"44,990",One Owner,No Accident / Damage Reported,GREAT,"45,690",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'10""",15 City / 20 Highway,Summit White
1041,Used 2018 Ford F150 Lariat,"37,986",One Owner,No Accident / Damage Reported,GOOD,"77,538",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,18 City / 23 Highway,Magnetic Metallic,Black
1042,Used 2018 Ford F150 Lariat,"40,989",One Owner,Accident / Damage Reported,GOOD,"59,473",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,18 City / 23 Highway,Shadow Black,Black
1043,Used 2016 Ford F350 Lariat,"42,589",One Owner,No Accident / Damage Reported,GOOD,"130,487",4 wheel drive,8-Cylinder Turbo,6-Speed Automatic,Diesel,Information Unavailable,Shadow Black,Black
1044,Used 2018 Toyota Tundra 1794 Edition,"44,980",Multiple Owners,No Accident / Damage Reported,GOOD,"55,931",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'6""",13 City / 17 Highway,Midnight Black Metallic
1045,Used 2019 Jeep Wrangler 4WD Unlimited Sahara,"44,989",One Owner,No Accident / Damage Reported,,"23,970",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 23 Highway,Bright White Clearcoat,Black
1046,Used 2017 Chevrolet Equinox FWD LT,"16,990",Multiple Owners,No Accident / Damage Reported,GOOD,"55,471",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 31 Highway,Blue Velvet Metallic,Jet Black W/Premium Cloth Seat
1047,Used 2017 Ford F250 XLT,"45,955",One Owner,No Accident / Damage Reported,GOOD,"72,721",4 wheel drive,8-Cylinder Turbo,6-Speed Automatic,Diesel,Information Unavailable,Ruby Red Metallic Tinted Clearcoat,Camel
1048,Used 2019 Ford F250 XLT,"46,997",One Owner,No Accident / Damage Reported,GOOD,"38,644",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,Information Unavailable,Agate Black Metallic,Medium Earth Gray
1049,Used 2018 Ford F150 SuperCrew Limited,"48,662",One Owner,No Accident / Damage Reported,GOOD,"34,432",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",17 City / 23 Highway,Shadow Black
1050,Used 2017 Ford F350 Crew Cab Platinum,"57,989",One Owner,No Accident / Damage Reported,GOOD,"90,854",4 wheel drive,8-Cylinder Turbo,6-Speed Automatic,Diesel,Information Unavailable,White Platinum Metallic Tri-Coat,Black/Brunello
1051,Used 2019 Ford F350 Lariat,"59,899",One Owner,Accident / Damage Reported,GOOD,"78,325",4 wheel drive,8-Cylinder Turbo,6-Speed Automatic,Diesel,8',Information Unavailable,White Platinum Metallic Tri-Coat
1052,Used 2017 Ford F250 Platinum,"59,989",One Owner,No Accident / Damage Reported,GOOD,"65,951",4 wheel drive,8-Cylinder Turbo,6-Speed Automatic,Diesel,Information Unavailable,Shadow Black,Black/Brunello
1053,Used 2017 Dodge Journey SXT,"12,777",Multiple Owners,No Accident / Damage Reported,GOOD,"92,879",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Granite Pearlcoat,Black
1054,Used 2019 Ford Edge AWD SEL,"25,500",One Owner,No Accident / Damage Reported,GOOD,"43,579",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,21 City / 28 Highway,Oxford White,Ebony
1055,Used 2019 Jeep Cherokee 4WD Trailhawk,"28,500",One Owner,No Accident / Damage Reported,GOOD,"18,533",4 wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 24 Highway,Hydro Blue Pearlcoat,Black
1056,Used 2019 Jeep Cherokee 4WD Trailhawk,"28,500",One Owner,Accident / Damage Reported,GOOD,"16,758",4 wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 24 Highway,Diamond Black Crystal Pearlcoat,Black
1057,Used 2018 Jeep Grand Cherokee Laredo,"29,250",One Owner,No Accident / Damage Reported,,"20,048",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Granite Crystal Metallic Clearcoat,Black
1058,Used 2018 Chevrolet Silverado 1500 LT,"29,675",Multiple Owners,No Accident / Damage Reported,GOOD,"68,506",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'7""",17 City / 22 Highway,Red Hot
1059,Used 2018 Ford F150 XLT,"30,500",Multiple Owners,Accident / Damage Reported,GOOD,"89,835",4 wheel drive,8-Cylinder,10-Speed Automatic,Flexible Fuel,18 City / 23 Highway,Ruby Red Metallic Tinted Clearcoat,Black
1060,Used 2019 Ford Edge AWD ST,"32,000",One Owner,Accident / Damage Reported,,"14,133",All wheel drive,6-Cylinder Turbo,8-Speed Automatic,Gasoline,19 City / 26 Highway,Agate Black Metallic,Ebony
1061,Used 2018 Ford F150 Lariat,"35,500",One Owner,No Accident / Damage Reported,GOOD,"81,400",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"6'6""",16 City / 22 Highway,White Platinum Metallic Tri-Coat
1062,Used 2019 Jeep Wrangler 4WD Unlimited Sahara,"40,750",Multiple Owners,No Accident / Damage Reported,GOOD,"22,137",4 wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 24 Highway,Black Clearcoat,Black
1063,Used 2019 Ford F250 Lariat,"57,750",One Owner,No Accident / Damage Reported,GOOD,"60,859",4 wheel drive,8-Cylinder Turbo,6-Speed Automatic,Diesel,Information Unavailable,Brown,Medium Light Camel
1064,Used 2012 Hyundai Sonata SE,"6,788",Multiple Owners,No Accident / Damage Reported,GOOD,"171,176",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 34 Highway,Pacific Blue Pearl Mica,Gray
1065,Used 2015 Ford Taurus SEL,"12,491",Multiple Owners,Accident / Damage Reported,GOOD,"89,428",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,19 City / 28 Highway,Magnetic Metallic,Charcoal Black
1066,Used 2019 Hyundai Accent SE,"13,295",One Owner,No Accident / Damage Reported,GOOD,"32,215",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,28 City / 38 Highway,Admiral Blue Pearl,Black
1068,New 2020 Buick Envision FWD Essence,"25,700",,,,7,2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 29 Highway,Summit White - White,Dark Galvanized Leather
1069,Used 2016 Hyundai Tucson Sport,"13,880",One Owner,Accident / Damage Reported,GOOD,"97,731",2 wheel drive - front,4-Cylinder Turbo,7-Speed Automatic,Gasoline,25 City / 30 Highway,Ash Black,Black
1070,Used 2018 Chevrolet Cruze LT Hatchback,"14,919",One Owner,No Accident / Damage Reported,GOOD,"33,877",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,29 City / 40 Highway,Nightfall Gray Metallic,Jet Black
1071,Used 2017 GMC Terrain AWD SLE w/ SLE-1,"18,919",One Owner,No Accident / Damage Reported,,"32,781",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,20 City / 28 Highway,Graphite Gray Metallic,Jet Black
