,0,1,2,3,4,5,6,7,8,9
314,Used 2012 Honda Civic EX-L,"9,677","114,176",2 wheel drive - front,4-Cylinder,5-Speed Automatic,Gasoline,28 City / 38 Highway,Taffeta White,Beige
315,Used 2009 Toyota Sienna Limited,"9,944","125,329",2 wheel drive - front,6-Cylinder,5-Speed Automatic,Gasoline,17 City / 23 Highway,Black,Stone
316,Used 2017 Ford Focus SE Sedan,"12,598","41,290",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,Information Unavailable,Ingot Silver Metallic,Charcoal Black
317,Used 2011 Lincoln MKX AWD,"12,971","93,912",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 23 Highway,Tuxedo Black Metallic,Medium Light Stone
318,Used 2019 Ford Fiesta SE Sedan,"13,589","13,078",2 wheel drive - front,4-Cylinder,6-Speed Shiftable Automatic,Gasoline,27 City / 37 Highway,Shadow Black,Charcoal Black
319,Used 2015 Honda Fit EX,"9,861","103,463",2 wheel drive - front,4-Cylinder,6-Speed Manual,Gasoline,29 City / 36 Highway,Crystal Black Pearl,Black
322,Used 2018 Ford Focus SE Sedan,"13,995","23,512",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,Information Unavailable,White Gold Metallic,Charcoal Black
323,Used 2015 Hyundai Genesis Coupe 3.8,"15,695","65,950",2 wheel drive - rear,6-Cylinder,6-Speed Manual,Gasoline,16 City / 24 Highway,Ibiza Blue,Black
324,Used 2014 Ford Explorer 4WD,"15,989","84,916",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 23 Highway,Ruby Red Metallic Tinted Clearcoat,Medium Light Stone
325,Used 2013 Ford Explorer 4WD XLT,"15,989","93,985",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 23 Highway,White Platinum Metallic Tri-Coat,Medium Light Stone
326,Used 2018 Cadillac XT5 FWD Luxury,"26,557","35,794",2 wheel drive - front,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 26 Highway,Radiant Silver Metallic,Jet Black
327,Used 2018 Buick Encore FWD Preferred,"16,590","23,567",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 33 Highway,Ebony Twilight Metallic,Ebony
328,Used 2015 Lincoln MKX AWD,"18,695","70,072",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 23 Highway,Ruby Red Metallic Tinted Clearcoat,Medium Light Stone
329,Used 2018 Ford Taurus SE,"18,989","25,595",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,18 City / 27 Highway,White Gold Metallic,Dune
330,Used 2017 Ford Explorer 4WD,"22,986","37,976",4 wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,18 City / 25 Highway,Blue Jeans Metallic,Medium Light Camel
331,Used 2013 Ford F150 FX4,"26,689","95,926",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,14 City / 19 Highway,Oxford White,Black
332,Used 2018 Jeep Grand Cherokee Laredo,"27,773","26,261",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Velvet Red Pearlcoat,Light Frost Beige/Black
333,Used 2019 Ford Edge FWD SEL,"27,995","14,079",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 29 Highway,Ingot Silver Metallic,Ebony
334,Used 2014 Ford F150 SuperCrew Limited,"29,989","72,390",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,"5'6""",15 City / 21 Highway,Ingot Silver Metallic
335,Used 2019 Ford Mustang GT Coupe,"34,917","10,701",2 wheel drive - rear,8-Cylinder,Information Unavailable,Gasoline,Information Unavailable,Velocity Blue Metallic,Ebony
336,Used 2017 Ford F150 XLT,"34,977","49,675",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 23 Highway,Shadow Black,Medium Light Camel
337,Used 2018 Lincoln Continental AWD Reserve,"39,995","27,000",All wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,16 City / 24 Highway,Rhapsody Blue Metallic,Cappuccino
338,Used 2018 Ford F150 Lariat,"40,989","59,473",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,18 City / 23 Highway,Shadow Black,Black
339,Used 2019 Dodge Charger R/T Scat Pack,"43,989","11,104",2 wheel drive - rear,8-Cylinder,8-Speed Automatic,Gasoline,15 City / 24 Highway,White Knuckle Clearcoat,Ruby Red/Black
340,Used 2019 Nissan Armada 4WD Platinum,"49,872","12,145",All wheel drive,8-Cylinder,7-Speed Automatic,Gasoline,13 City / 18 Highway,Super Black,Charcoal
341,Certified 2020 Ford Mustang Shelby GT500 Coupe,"93,888","1,062",2 wheel drive - rear,8-Cylinder Supercharged,7-Speed Automatic,Gasoline,12 City / 18 Highway,Twister Orange Tri-Coat,Ebony
343,Used 2018 Dodge Grand Caravan SE,"13,500","73,658",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Granite Pearlcoat,Black/Light Graystone
344,Used 2018 Ford Focus SE Hatchback,"13,875","22,983",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,26 City / 38 Highway,Oxford White,Charcoal Black
345,Certified 2019 Dodge Journey AWD Crossroad,"20,000","30,985",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 24 Highway,Pitch Black Clearcoat,Black
346,Certified 2019 Jeep Compass 4WD Trailhawk,"20,250","44,662",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,22 City / 30 Highway,Billet Silver Metallic Clearcoat,Ruby Red/Black
348,Used 2017 Audi A6 2.0T Premium quattro,"27,750","30,424",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 31 Highway,Moonlight Blue Metallic,Nougat Brown
349,Used 2017 Ford Explorer FWD Limited,"24,995","84,460",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,Ingot Silver Metallic,Ebony Black W/Perforated Leath
350,New 2020 Buick Encore FWD Preferred,"25,885",12,2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 30 Highway,Ebony Twilight Metallic - Black,Ebony Cloth
351,Used 2017 Jeep Grand Cherokee 4WD Limited,"28,500","35,857",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Diamond Black Crystal Pearlcoat,Light Frost Beige/Black
352,Used 2017 Lexus IS 300 AWD,"28,550","39,967",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,19 City / 26 Highway,Ultrasonic Blue Mica 2.0,Flaxen
353,Used 2018 Dodge Charger GT AWD w/ Blacktop Package,"28,790","21,708",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 27 Highway,Granite Pearlcoat,Black
354,Used 2017 Jeep Grand Cherokee Altitude,"29,500","33,281",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Diamond Black Crystal Pearlcoat,Black
355,Used 2019 Nissan Pathfinder Platinum,"33,000","21,290",4 wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,19 City / 26 Highway,Magnetic Black Pearl,Charcoal
356,Used 2017 Jeep Grand Cherokee Laredo,"20,988","54,172",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Silver,Tan Cloth
357,Used 2017 Lexus RX 350 AWD,"34,375","40,000",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 26 Highway,Nebula Gray Pearl,Black
358,Used 2019 Ford Expedition Max 4WD XLT,"37,500","60,614",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,16 City / 21 Highway,Black,Ebony
359,Used 2019 RAM 1500 4x4 Crew Cab,"38,296","27,230",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Bright White Clearcoat
360,Used 2019 Volvo XC90 AWD T6 Momentum,"39,000","30,846",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,19 City / 26 Highway,Ice White,Charcoal
361,Used 2012 Honda Odyssey EX-L,"10,695","145,461",2 wheel drive - front,6-Cylinder,5-Speed Automatic,Gasoline,18 City / 27 Highway,Taffeta White,Gray
362,Used 2014 Hyundai Santa Fe FWD Sport,"14,288","73,358",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,20 City / 27 Highway,Mineral Gray,Gray
363,Used 2018 Hyundai Sonata SEL,"14,995","68,038",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,25 City / 35 Highway,Symphony Silver,Gray
365,Certified 2017 Hyundai Tucson Night,"19,290","28,304",2 wheel drive - front,4-Cylinder Turbo,7-Speed Automatic,Gasoline,25 City / 30 Highway,Caribbean Blue,Black
366,Used 2017 Jeep Compass Limited,"22,779","30,328",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,22 City / 30 Highway,Jazz Blue Pearlcoat,Black
367,Used 2017 GMC Acadia AWD All Terrain,"24,594","45,814",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 25 Highway,Iridium Metallic,Jet Black
368,Used 2015 Mitsubishi Mirage DE,"6,996","80,892",2 wheel drive - front,3-Cylinder,Continuously Variable Automatic,Gasoline,36 City / 42 Highway,Blue,Black
369,Used 2014 Kia Sportage FWD LX,"11,320","80,065",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 28 Highway,Bright Silver,Alpine Gray
370,Used 2017 Hyundai Tucson SE,"16,355","40,325",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 30 Highway,Black,Black
371,Used 2019 Hyundai Tucson AWD SE,"18,372","29,080",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 25 Highway,Gemstone Red,Black
372,Used 2014 Toyota Highlander Limited,"23,458","86,401",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,Black,Black
373,Used 2014 Kia Sorento AWD EX V6,"7,891","175,629",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,Titanium Silver,Beige
374,Used 2010 Ford Flex 2WD Limited,"9,591","136,920",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,Cinnamon Metallic,Charcoal Black
375,Used 2012 Ford Expedition 4WD Limited,"18,591","89,406",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,13 City / 18 Highway,Tuxedo Black Metallic,Charcoal Black
376,Used 2016 Honda CR-V AWD SE,"18,591","57,834",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 31 Highway,Obsidian Blue Pearl,Beige
377,New 2021 Chevrolet Silverado 1500 4x4 Crew Cab LT,"39,283",0,4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'10""",19 City / 22 Highway,Satin Steel Metallic - Gray
379,Used 2016 Honda Accord EX Sedan,"18,691","55,609",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,27 City / 36 Highway,Deep Blue Opal Metallic,Ivory
380,Used 2017 Ford Edge AWD Titanium,"21,691","61,679",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,20 City / 27 Highway,Ingot Silver Metallic,Ebony
381,Used 2019 Chrysler 300 Touring,"22,891","11,550",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Gloss Black,Linen/Black
382,Used 2020 Chrysler Pacifica Touring,"24,991","26,289",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Bright White Clearcoat,Black/Alloy
383,Used 2017 Jeep Grand Cherokee Laredo,"25,791","39,914",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Granite Crystal Metallic Clearcoat,Black
384,New 2021 RAM 1500 Laramie,"61,110MSRP",10,4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Delmonico Red Pearlcoat
385,Used 2017 Ford Explorer 4WD Limited,"26,991","65,116",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Shadow Black,Ebony Black
386,Used 2019 Honda CR-V AWD EX-L,"27,591","18,860",All wheel drive,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,Platinum White Pearl,Ivory
387,Used 2018 Audi Q5 2.0T Premium,"27,991","34,571",All wheel drive,4-Cylinder Turbo,7-Speed Automatic,Gasoline,23 City / 27 Highway,Florett Silver Metallic,Black
388,Used 2017 Lexus ES 350,"29,591","20,952",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,21 City / 30 Highway,Eminent White Pearl,Stratus Gray
389,Used 2017 Dodge Durango AWD GT,"30,591","31,343",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Granite Metallic Clearcoat,Black
390,Used 2019 Ford Mustang GT Coupe,"34,591","10,301",2 wheel drive - rear,8-Cylinder,Information Unavailable,Gasoline,Information Unavailable,Race Red,Ebony
391,Used 2020 Lexus LS 500 AWD,"74,991",641,All wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,16 City / 25 Highway,Liquid Platinum,Chateau
392,Used 2017 Buick Encore FWD Essence,"16,731","38,836",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 33 Highway,Quicksilver Metallic,Ebony
393,Used 2017 Dodge Charger SXT,"24,857","35,821",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Go Mango,Black
394,Used 2017 Honda Pilot AWD EX-L,"27,939","44,441",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 26 Highway,Lunar Silver Metallic,5FNYF6H51HB046163
395,Used 2011 Toyota Sienna LE,"12,000","109,508",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,Beige,Bisque
396,Used 2018 Mitsubishi Outlander Sport FWD,"16,000","18,172",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,23 City / 29 Highway,Black,Black
397,Used 2017 Toyota RAV4 FWD LE,"18,750","36,713",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 30 Highway,Silver Sky Metallic,Black
398,Used 2017 Jeep Grand Cherokee 4WD Laredo,"25,700","24,798",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Diamond Black Crystal Pearlcoat,Black
399,Certified 2020 Chevrolet Traverse FWD LT,"34,000","3,827",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 27 Highway,Summit White,Jet Black/Dark Galvanized
400,Certified 2017 Ford Escape FWD S,"14,998","28,721",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 29 Highway,Ingot Silver Metallic,Charcoal Black
402,Certified 2017 Ford Escape FWD S,"16,570","14,365",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 29 Highway,Shadow Black,Charcoal Black
405,Certified 2017 Ford Fusion SE,"17,664","12,129",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Burgundy Velvet Metallic Tinted Clearcoat,Medium Light Stone
406,Used 2016 Nissan Altima 3.5 SL,"14,443","74,351",2 wheel drive - front,6-Cylinder,Continuously Variable Automatic,Gasoline,22 City / 31 Highway,Super Black,Charcoal
407,Certified 2019 Chevrolet Suburban 4WD LT,"42,950","49,594",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,14 City / 21 Highway,Black,Jet Black
408,Used 2018 Volkswagen Jetta S Sedan,"12,500","33,448",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,28 City / 38 Highway,Black Uni,Palladium Gray & Black
409,Used 2019 Toyota Corolla LE,"15,202","29,151",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Red,Black
410,Used 2019 Toyota Corolla LE,"15,264","28,975",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Silver,Ash
411,Used 2019 Toyota Corolla LE,"15,264","29,916",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Slate Metallic,Black
412,Used 2019 Toyota Corolla L,"15,497","30,460",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Silver,Black
413,Used 2019 Toyota Corolla LE,"15,498","28,500",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Red,Black
414,Used 2017 Buick Envision FWD Preferred,"23,990","19,915",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 29 Highway,Midnight Amethyst Metallic,Light Neutral/Ebony Accents W/
415,Certified 2017 Honda Civic LX Sedan,"16,386","33,373",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 40 Highway,Lunar Silver Metallic,Black
416,Used 2017 Jeep Compass Latitude,"16,768","30,057",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 27 Highway,Bright White Clearcoat,Dark Slate Gray
417,Certified 2017 Honda Accord LX Sedan,"17,263","43,091",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,Information Unavailable,Modern Steel Metallic,Ivory
418,Used 2020 Kia Optima LX,"17,444","25,638",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 32 Highway,Ebony Black,Black
419,Used 2019 Dodge Grand Caravan GT,"17,590","47,374",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Granite Crystal Metallic Clearcoat,Black
420,Certified 2017 Honda Civic EX Sedan,"17,846","43,455",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 40 Highway,Modern Steel,Black
421,Used 2019 Dodge Grand Caravan GT,"17,980","42,603",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Billet Silver Metallic Clearcoat,Black
422,Used 2019 Mitsubishi Outlander SEL,"18,344","29,530",4 wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,24 City / 29 Highway,Red,Black
423,Used 2019 Dodge Grand Caravan GT,"19,264","31,980",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Billet Silver Metallic Clearcoat,Black
425,Used 2015 Nissan Armada SL,"19,999","85,150",2 wheel drive - rear,8-Cylinder,5-Speed Automatic,Gasoline,13 City / 19 Highway,Pearl White,Almond
426,Used 2020 Chevrolet Equinox LT,"20,584","30,446",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 30 Highway,Silver Ice Metallic,Medium Ash Gray
427,Used 2019 Nissan Pathfinder SV,"20,999","31,745",2 wheel drive - front,6-Cylinder,Continuously Variable Automatic,Gasoline,20 City / 27 Highway,Gun Metallic,Charcoal
428,Used 2019 Nissan Pathfinder SL,"24,999","40,889",4 wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,19 City / 26 Highway,Brilliant Silver Metallic,Charcoal
429,Used 2020 Chrysler Pacifica Touring-L,"26,998","31,872",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Billet Silver Metallic Clearcoat,Alloy
430,Used 2020 Chrysler Pacifica Touring-L,"26,998","28,164",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Bright White Clearcoat,Alloy
431,Used 2020 Chrysler Pacifica Touring-L,"27,499","27,898",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Granite Crystal Metallic Clearcoat,Alloy
432,Used 2020 Chrysler Pacifica Touring-L,"27,499","29,037",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Velvet Red Pearlcoat,Alloy
433,Used 2020 Nissan Pathfinder 4WD SL,"28,458","27,340",4 wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,20 City / 27 Highway,Magnetic Black Pearl,Charcoal
434,Used 2019 Nissan Titan PRO-4X,"38,937","25,229",4 wheel drive,8-Cylinder,7-Speed Automatic,Gasoline,"5'6""",15 City / 20 Highway,Cayenne Red Metallic
435,New 2020 Honda Accord Touring Hybrid,"33,219",5,2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,48 City / 47 Highway,Platinum White
436,Used 2016 GMC Terrain FWD SLE w/ SLE-2,"16,988","44,386",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 31 Highway,White,Jet Black W/Premium Cloth Seat
437,Used 2012 Toyota Yaris 2-Door Hatchback,"10,590","79,423",2 wheel drive - front,4-Cylinder,4-Speed Automatic,Gasoline,30 City / 35 Highway,Silver,Gray
438,Used 2013 Honda Civic EX Sedan,"13,590","26,312",2 wheel drive - front,4-Cylinder,5-Speed Automatic,Gasoline,28 City / 39 Highway,Silver,Gray
439,Used 2017 Chevrolet Trax FWD LT w/ 1LT,"13,590","33,532",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 33 Highway,Gray,Black
440,Used 2017 Chevrolet Trax FWD LS,"13,990","25,580",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 33 Highway,Silver,Black
441,Used 2017 Chevrolet Trax AWD LS,"15,590","24,827",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,24 City / 30 Highway,Black,Black
442,New 2020 Honda Civic LX Sedan,"20,288",5,2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,30 City / 38 Highway,Lunar Silver,Black
443,Used 2019 Ford Taurus SEL AWD,"16,990","72,927",All wheel drive,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 24 Highway,Blue,Black
444,Used 2010 Toyota Tundra 2WD Double Cab,"20,990","49,429",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,"6'6""",15 City / 20 Highway,White
445,Used 2014 Toyota Tacoma 2WD Double Cab PreRunner,"24,990","62,993",2 wheel drive - rear,6-Cylinder,5-Speed Automatic,Gasoline,5',17 City / 21 Highway,Red
446,Used 2017 Chevrolet Silverado 1500 LS,"24,990","19,140",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,8',16 City / 23 Highway,White
447,Used 2011 Porsche Panamera,"25,990","78,633",All wheel drive,6-Cylinder,7-Speed Automatic,Gasoline,18 City / 26 Highway,White,Black
448,Used 2018 Subaru WRX,"25,990","9,958",All wheel drive,4-Cylinder Turbo,6-Speed Manual,Gasoline,21 City / 27 Highway,Blue,Black
449,Used 2017 Chevrolet Silverado 1500 LS,"27,990","27,855",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Flexible Fuel,"5'10""",18 City / 24 Highway,White
450,Used 2011 Porsche Panamera,"27,990","70,502",Information Unavailable,6-Cylinder,7-Speed Automatic,Gasoline,18 City / 27 Highway,Silver,Black
451,Used 2013 Chevrolet Camaro SS Convertible w/ RS Package,"27,990","13,055",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,Information Unavailable,Orange,Black
452,Used 2016 Ford Mustang GT Coupe,"28,990","7,184",2 wheel drive - rear,8-Cylinder,6-Speed Manual,Gasoline,15 City / 25 Highway,Black,Black
453,Used 2017 Toyota Tacoma 2WD Double Cab,"28,990","19,022",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Gasoline,5',19 City / 24 Highway,Orange
454,Used 2019 Ford Ranger 2WD SuperCrew,"28,990","4,919",2 wheel drive - rear,4-Cylinder Turbo,10-Speed Automatic,Gasoline,5',21 City / 26 Highway,Gray
455,Used 2017 RAM 1500 Express,"28,990","26,291",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",15 City / 21 Highway,White
456,Used 2014 Jeep Wrangler 4WD Unlimited Sahara,"28,990","55,227",4 wheel drive,6-Cylinder,6-Speed Manual,Gasoline,16 City / 21 Highway,Silver,Black
457,Used 2013 Chevrolet Silverado 1500 4x4 Crew Cab LT,"29,590","63,164",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'10""",13 City / 18 Highway,Blue
458,Used 2018 RAM 1500 Express,"29,990","17,777",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",15 City / 21 Highway,Blue
459,Used 2017 Genesis G80 3.8 w/ Option Group 02,"29,990","13,892",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,16 City / 25 Highway,Blue,Off White
460,Used 2017 Ford F150 XLT,"29,990","10,922",2 wheel drive - rear,6-Cylinder Turbo,6-Speed Automatic,Gasoline,"6'6""",19 City / 26 Highway,Gray
461,Used 2018 RAM 1500 SLT,"30,990","1,864",4 wheel drive,6-Cylinder,8-Speed Automatic,Flexible Fuel,"5'8""",16 City / 23 Highway,Burgundy
462,Used 2014 Tesla Model S,"30,990","74,662",2 wheel drive - rear,Electric,Single-Speed,208 Miles,Gray,Black,5YJSA1S18EFP30376
463,Used 2013 Tesla Model S,"29,990","83,760",2 wheel drive - rear,Electric,Single-Speed,208 Miles,Black,Black,5YJSA1CN9DFP05972
464,New 2020 Ford F150 XL,"36,980",9,4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"6'6""",18 City / 23 Highway,Magnetic Metallic
465,Used 2019 Ford F150 XLT,"31,990","5,253",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Flexible Fuel,"6'6""",19 City / 25 Highway,Black
466,Used 2014 Tesla Model S,"31,990","67,500",2 wheel drive - rear,Electric,Single-Speed,208 Miles,Blue,Tan,5YJSA1S1XEFP38088
467,Used 2016 Ford F150 XLT,"32,990","12,978",2 wheel drive - rear,6-Cylinder Turbo,6-Speed Automatic,Gasoline,"5'6""",18 City / 25 Highway,White
468,Used 2018 Jeep Wrangler JK 4WD Unlimited Sport,"32,990","13,049",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,16 City / 20 Highway,Gray,Black
469,Used 2016 Chevrolet Silverado 1500 4x4 Crew Cab LT,"32,990","51,437",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"5'10""",17 City / 22 Highway,Blue
470,Used 2017 Ford Explorer FWD Limited,"28,495","39,839",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,Ingot Silver Metallic - Silver,Ebony Black Leather
471,Used 2019 Ford Ranger 4x4 SuperCrew,"35,990","12,240",4 wheel drive,4-Cylinder Turbo,10-Speed Automatic,Gasoline,5',20 City / 24 Highway,White
472,Used 2017 Toyota Tundra 4x4 CrewMax SR5,"37,590","34,031",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'6""",13 City / 17 Highway,Blue
473,Used 2019 Ford F150 XLT,"37,990",32,4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Red
474,Used 2019 Tesla Model 3,"37,990","13,685",2 wheel drive - rear,Electric,Single-Speed,220 Miles,Black,Black,5YJ3E1EA8KF395426
475,Used 2019 Tesla Model 3,"38,590","7,352",2 wheel drive - rear,Electric,Single-Speed,220 Miles,Black,Black,5YJ3E1EA4KF296876
476,Used 2018 Toyota Tundra 4x4 CrewMax SR5,"39,590","27,939",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'6""",13 City / 17 Highway,White
